기간,animal,자치구,계,인구총계,수의사합계,분류,value,분류별 합계
2018,고양이,종로구,112,"163,026",16,인도(주인),8,58
2018,기타 동물,종로구,6,"163,026",16,인도(주인),0,58
2018,개,중구,92,"135,633",37,인도(주인),29,31
2018,고양이,중구,59,"135,633",37,인도(주인),0,31
2018,기타 동물,중구,12,"135,633",37,인도(주인),2,31
2018,개,중랑구,259,"408,147",61,인도(주인),84,87
2018,고양이,중랑구,137,"408,147",61,인도(주인),3,87
2018,기타 동물,중랑구,10,"408,147",61,인도(주인),0,87
2009,개,강남구,314,"569,499",116,입양분양,58,78
2009,고양이,강남구,251,"569,499",116,입양분양,13,78
2009,기타 동물,강남구,13,"569,499",116,입양분양,7,78
2009,개,강동구,754,"489,655",41,입양분양,404,572
2009,고양이,강동구,268,"489,655",41,입양분양,149,572
2009,기타 동물,강동구,24,"489,655",41,입양분양,19,572
2009,개,강북구,430,"343,912",31,입양분양,53,58
2009,고양이,강북구,146,"343,912",31,입양분양,4,58
2009,기타 동물,강북구,4,"343,912",31,입양분양,1,58
2009,개,강서구,577,"579,196",40,입양분양,73,81
2009,고양이,강서구,222,"579,196",40,입양분양,4,81
2009,기타 동물,강서구,19,"579,196",40,입양분양,4,81
2009,개,관악구,785,"547,311",64,입양분양,421,637
2009,고양이,관악구,424,"547,311",64,입양분양,216,637
2009,기타 동물,관악구,0,"547,311",64,입양분양,0,637
2009,개,광진구,357,"386,513",90,입양분양,57,252
2009,고양이,광진구,375,"386,513",90,입양분양,193,252
2009,기타 동물,광진구,9,"386,513",90,입양분양,2,252
2009,개,구로구,518,"449,613",33,입양분양,196,343
2009,고양이,구로구,367,"449,613",33,입양분양,136,343
2009,기타 동물,구로구,23,"449,613",33,입양분양,11,343
2009,개,금천구,242,"263,116",13,입양분양,25,35
2009,고양이,금천구,106,"263,116",13,입양분양,4,35
2009,기타 동물,금천구,12,"263,116",13,입양분양,6,35
2009,개,노원구,362,"615,161",47,입양분양,37,45
2009,고양이,노원구,156,"615,161",47,입양분양,7,45
2009,기타 동물,노원구,6,"615,161",47,입양분양,1,45
2009,개,도봉구,284,"372,398",30,입양분양,35,71
2009,고양이,도봉구,128,"372,398",30,입양분양,31,71
2009,기타 동물,도봉구,9,"372,398",30,입양분양,5,71
2009,개,동대문구,321,"374,277",33,입양분양,47,115
2009,고양이,동대문구,82,"374,277",33,입양분양,66,115
2009,기타 동물,동대문구,10,"374,277",33,입양분양,2,115
2009,개,동작구,577,"407,973",37,입양분양,99,190
2009,고양이,동작구,281,"407,973",37,입양분양,88,190
2009,기타 동물,동작구,8,"407,973",37,입양분양,3,190
2009,개,마포구,513,"392,313",58,입양분양,384,576
2009,고양이,마포구,291,"392,313",58,입양분양,188,576
2009,기타 동물,마포구,4,"392,313",58,입양분양,4,576
2009,개,서대문구,478,"336,649",21,입양분양,290,459
2009,고양이,서대문구,319,"336,649",21,입양분양,162,459
2009,기타 동물,서대문구,8,"336,649",21,입양분양,7,459
2009,개,서초구,196,"431,131",67,입양분양,26,42
2009,고양이,서초구,225,"431,131",67,입양분양,12,42
2009,기타 동물,서초구,12,"431,131",67,입양분양,4,42
2009,개,성동구,265,"316,064",20,입양분양,26,31
2009,고양이,성동구,122,"316,064",20,입양분양,5,31
2009,기타 동물,성동구,8,"316,064",20,입양분양,0,31
2009,개,성북구,406,"484,457",36,입양분양,26,32
2009,고양이,성북구,144,"484,457",36,입양분양,3,32
2009,기타 동물,성북구,13,"484,457",36,입양분양,3,32
2009,개,송파구,519,"689,296",87,입양분양,328,600
2009,고양이,송파구,407,"689,296",87,입양분양,269,600
2009,기타 동물,송파구,4,"689,296",87,입양분양,3,600
2009,개,양천구,578,"506,684",54,입양분양,230,252
2009,고양이,양천구,64,"506,684",54,입양분양,22,252
2009,기타 동물,양천구,0,"506,684",54,입양분양,0,252
2009,개,영등포구,288,"441,747",39,입양분양,19,30
2009,고양이,영등포구,183,"441,747",39,입양분양,9,30
2009,기타 동물,영등포구,27,"441,747",39,입양분양,2,30
2009,개,용산구,541,"251,200",32,입양분양,298,561
2009,고양이,용산구,412,"251,200",32,입양분양,261,561
2009,기타 동물,용산구,41,"251,200",32,입양분양,2,561
2009,개,은평구,924,"470,782",32,입양분양,492,641
2009,고양이,은평구,273,"470,782",32,입양분양,142,641
2009,기타 동물,은평구,16,"470,782",32,입양분양,7,641
2009,개,종로구,227,"177,543",15,입양분양,119,225
2009,고양이,종로구,182,"177,543",15,입양분양,106,225
2009,기타 동물,종로구,0,"177,543",15,입양분양,0,225
2009,개,중구,115,"137,861",12,입양분양,17,120
2009,고양이,중구,146,"137,861",12,입양분양,100,120
2009,기타 동물,중구,7,"137,861",12,입양분양,3,120
2009,개,중랑구,376,"429,700",52,입양분양,19,74
2009,고양이,중랑구,107,"429,700",52,입양분양,55,74
2009,기타 동물,중랑구,6,"429,700",52,입양분양,0,74
2010,개,강남구,346,"577,070",180,입양분양,82,222
2010,고양이,강남구,328,"577,070",180,입양분양,133,222
2010,기타 동물,강남구,29,"577,070",180,입양분양,7,222
2010,개,강동구,725,"496,939",39,입양분양,395,540
2010,고양이,강동구,300,"496,939",39,입양분양,135,540
2010,기타 동물,강동구,24,"496,939",39,입양분양,10,540
2010,개,강북구,470,"350,007",34,입양분양,139,218
2010,고양이,강북구,248,"350,007",34,입양분양,70,218
2010,기타 동물,강북구,16,"350,007",34,입양분양,9,218
2010,개,강서구,499,"580,506",40,입양분양,78,81
2010,고양이,강서구,265,"580,506",40,입양분양,2,81
2010,기타 동물,강서구,33,"580,506",40,입양분양,1,81
2010,개,관악구,617,"549,736",71,입양분양,313,416
2010,고양이,관악구,397,"549,736",71,입양분양,103,416
2010,기타 동물,관악구,0,"549,736",71,입양분양,0,416
2010,개,광진구,386,"388,775",80,입양분양,94,298
2010,고양이,광진구,319,"388,775",80,입양분양,198,298
2010,기타 동물,광진구,13,"388,775",80,입양분양,6,298
2010,개,구로구,520,"452,667",37,입양분양,149,309
2010,고양이,구로구,316,"452,667",37,입양분양,159,309
2010,기타 동물,구로구,2,"452,667",37,입양분양,1,309
2010,개,금천구,268,"264,544",17,입양분양,61,63
2010,고양이,금천구,176,"264,544",17,입양분양,2,63
2010,기타 동물,금천구,12,"264,544",17,입양분양,0,63
2010,개,노원구,354,"615,425",49,입양분양,78,83
2010,고양이,노원구,163,"615,425",49,입양분양,1,83
2010,기타 동물,노원구,16,"615,425",49,입양분양,4,83
2010,개,도봉구,353,"370,734",29,입양분양,65,76
2010,고양이,도봉구,179,"370,734",29,입양분양,8,76
2010,기타 동물,도봉구,20,"370,734",29,입양분양,3,76
2010,개,동대문구,350,"379,343",34,입양분양,69,111
2010,고양이,동대문구,60,"379,343",34,입양분양,41,111
2010,기타 동물,동대문구,12,"379,343",34,입양분양,1,111
2010,개,동작구,526,"413,814",43,입양분양,103,207
2010,고양이,동작구,201,"413,814",43,입양분양,92,207
2010,기타 동물,동작구,19,"413,814",43,입양분양,12,207
2010,개,마포구,464,"400,464",58,입양분양,102,194
2010,고양이,마포구,573,"400,464",58,입양분양,89,194
2010,기타 동물,마포구,24,"400,464",58,입양분양,3,194
2010,개,서대문구,446,"333,871",26,입양분양,233,450
2010,고양이,서대문구,506,"333,871",26,입양분양,208,450
2010,기타 동물,서대문구,12,"333,871",26,입양분양,9,450
2010,개,서초구,213,"440,021",61,입양분양,39,44
2010,고양이,서초구,265,"440,021",61,입양분양,3,44
2010,기타 동물,서초구,17,"440,021",61,입양분양,2,44
2010,개,성동구,247,"316,892",22,입양분양,45,50
2010,고양이,성동구,225,"316,892",22,입양분양,4,50
2010,기타 동물,성동구,18,"316,892",22,입양분양,1,50
2010,개,성북구,439,"497,692",40,입양분양,42,45
2010,고양이,성북구,324,"497,692",40,입양분양,1,45
2010,기타 동물,성북구,16,"497,692",40,입양분양,2,45
2010,개,송파구,549,"693,144",92,입양분양,164,286
2010,고양이,송파구,442,"693,144",92,입양분양,120,286
2010,기타 동물,송파구,3,"693,144",92,입양분양,2,286
2010,개,양천구,639,"505,223",53,입양분양,243,278
2010,고양이,양천구,107,"505,223",53,입양분양,32,278
2010,기타 동물,양천구,5,"505,223",53,입양분양,3,278
2010,개,영등포구,281,"445,648",37,입양분양,60,65
2010,고양이,영등포구,239,"445,648",37,입양분양,1,65
2010,기타 동물,영등포구,19,"445,648",37,입양분양,4,65
2010,개,용산구,461,"257,143",37,입양분양,193,450
2010,고양이,용산구,530,"257,143",37,입양분양,247,450
2010,기타 동물,용산구,57,"257,143",37,입양분양,10,450
2010,개,은평구,968,"492,925",39,입양분양,396,567
2010,고양이,은평구,347,"492,925",39,입양분양,162,567
2010,기타 동물,은평구,16,"492,925",39,입양분양,9,567
2010,개,종로구,287,"179,362",15,입양분양,75,146
2010,고양이,종로구,208,"179,362",15,입양분양,71,146
2010,기타 동물,종로구,0,"179,362",15,입양분양,0,146
2010,개,중구,160,"141,200",13,입양분양,29,127
2010,고양이,중구,164,"141,200",13,입양분양,97,127
2010,기타 동물,중구,5,"141,200",13,입양분양,1,127
2010,개,중랑구,552,"432,302",61,입양분양,213,321
2010,고양이,중랑구,210,"432,302",61,입양분양,86,321
2010,기타 동물,중랑구,24,"432,302",61,입양분양,22,321
2011,개,강남구,222,"573,003",206,입양분양,33,45
2011,고양이,강남구,357,"573,003",206,입양분양,8,45
2011,기타 동물,강남구,23,"573,003",206,입양분양,4,45
2011,개,강동구,638,"500,516",55,입양분양,340,534
2011,고양이,강동구,399,"500,516",55,입양분양,183,534
2011,기타 동물,강동구,21,"500,516",55,입양분양,11,534
2011,개,강북구,317,"348,740",27,입양분양,28,36
2011,고양이,강북구,248,"348,740",27,입양분양,6,36
2011,기타 동물,강북구,13,"348,740",27,입양분양,2,36
2011,개,강서구,397,"575,846",91,입양분양,37,44
2011,고양이,강서구,277,"575,846",91,입양분양,2,44
2011,기타 동물,강서구,26,"575,846",91,입양분양,5,44
2011,개,관악구,550,"546,350",116,입양분양,347,461
2011,고양이,관악구,166,"546,350",116,입양분양,114,461
2011,기타 동물,관악구,2,"546,350",116,입양분양,0,461
2011,개,광진구,312,"386,673",145,입양분양,48,249
2011,고양이,광진구,369,"386,673",145,입양분양,197,249
2011,기타 동물,광진구,17,"386,673",145,입양분양,4,249
2011,개,구로구,292,"458,908",36,입양분양,36,41
2011,고양이,구로구,164,"458,908",36,입양분양,4,41
2011,기타 동물,구로구,15,"458,908",36,입양분양,1,41
2011,개,금천구,212,"264,256",16,입양분양,9,12
2011,고양이,금천구,191,"264,256",16,입양분양,3,12
2011,기타 동물,금천구,10,"264,256",16,입양분양,0,12
2011,개,노원구,308,"608,062",53,입양분양,47,49
2011,고양이,노원구,126,"608,062",53,입양분양,1,49
2011,기타 동물,노원구,11,"608,062",53,입양분양,1,49
2011,개,도봉구,289,"367,949",31,입양분양,43,46
2011,고양이,도봉구,157,"367,949",31,입양분양,2,46
2011,기타 동물,도봉구,20,"367,949",31,입양분양,1,46
2011,개,동대문구,419,"378,534",45,입양분양,126,151
2011,고양이,동대문구,266,"378,534",45,입양분양,8,151
2011,기타 동물,동대문구,38,"378,534",45,입양분양,17,151
2011,개,동작구,324,"413,658",67,입양분양,32,69
2011,고양이,동작구,39,"413,658",67,입양분양,32,69
2011,기타 동물,동작구,12,"413,658",67,입양분양,5,69
2011,개,마포구,443,"398,627",73,입양분양,276,641
2011,고양이,마포구,525,"398,627",73,입양분양,352,641
2011,기타 동물,마포구,22,"398,627",73,입양분양,13,641
2011,개,서대문구,273,"324,529",28,입양분양,57,69
2011,고양이,서대문구,276,"324,529",28,입양분양,12,69
2011,기타 동물,서대문구,11,"324,529",28,입양분양,0,69
2011,개,서초구,167,"439,012",141,입양분양,18,25
2011,고양이,서초구,282,"439,012",141,입양분양,5,25
2011,기타 동물,서초구,6,"439,012",141,입양분양,2,25
2011,개,성동구,222,"308,767",27,입양분양,30,35
2011,고양이,성동구,162,"308,767",27,입양분양,3,35
2011,기타 동물,성동구,13,"308,767",27,입양분양,2,35
2011,개,성북구,376,"494,422",43,입양분양,50,63
2011,고양이,성북구,352,"494,422",43,입양분양,8,63
2011,기타 동물,성북구,28,"494,422",43,입양분양,5,63
2011,개,송파구,363,"690,466",94,입양분양,53,59
2011,고양이,송파구,413,"690,466",94,입양분양,5,59
2011,기타 동물,송파구,11,"690,466",94,입양분양,1,59
2011,개,양천구,577,"505,605",57,입양분양,212,307
2011,고양이,양천구,161,"505,605",57,입양분양,86,307
2011,기타 동물,양천구,17,"505,605",57,입양분양,9,307
2011,개,영등포구,267,"439,555",32,입양분양,85,317
2011,고양이,영등포구,270,"439,555",32,입양분양,223,317
2011,기타 동물,영등포구,21,"439,555",32,입양분양,9,317
2011,개,용산구,469,"259,288",64,입양분양,360,669
2011,고양이,용산구,407,"259,288",64,입양분양,296,669
2011,기타 동물,용산구,68,"259,288",64,입양분양,13,669
2011,개,은평구,412,"498,350",47,입양분양,40,42
2011,고양이,은평구,136,"498,350",47,입양분양,2,42
2011,기타 동물,은평구,16,"498,350",47,입양분양,0,42
2011,개,종로구,181,"177,419",13,입양분양,12,21
2011,고양이,종로구,196,"177,419",13,입양분양,9,21
2011,기타 동물,종로구,2,"177,419",13,입양분양,0,21
2011,개,중구,128,"141,567",21,입양분양,15,102
2011,고양이,중구,193,"141,567",21,입양분양,87,102
2011,기타 동물,중구,4,"141,567",21,입양분양,0,102
2011,개,중랑구,365,"428,672",55,입양분양,42,130
2011,고양이,중랑구,131,"428,672",55,입양분양,86,130
2011,기타 동물,중랑구,16,"428,672",55,입양분양,2,130
2012,개,강남구,248,"569,997",203,입양분양,56,70
2012,고양이,강남구,240,"569,997",203,입양분양,8,70
2012,기타 동물,강남구,17,"569,997",203,입양분양,6,70
2012,개,강동구,433,"492,728",55,입양분양,189,251
2012,고양이,강동구,141,"492,728",55,입양분양,49,251
2012,기타 동물,강동구,19,"492,728",55,입양분양,13,251
2012,개,강북구,365,"346,493",27,입양분양,69,82
2012,고양이,강북구,199,"346,493",27,입양분양,6,82
2012,기타 동물,강북구,17,"346,493",27,입양분양,7,82
2012,개,강서구,385,"573,794",93,입양분양,94,107
2012,고양이,강서구,199,"573,794",93,입양분양,8,107
2012,기타 동물,강서구,18,"573,794",93,입양분양,5,107
2012,개,관악구,505,"540,520",116,입양분양,282,477
2012,고양이,관악구,363,"540,520",116,입양분양,187,477
2012,기타 동물,관악구,26,"540,520",116,입양분양,8,477
2012,개,광진구,307,"384,269",147,입양분양,68,163
2012,고양이,광진구,225,"384,269",147,입양분양,93,163
2012,기타 동물,광진구,10,"384,269",147,입양분양,2,163
2012,개,구로구,247,"454,478",36,입양분양,40,48
2012,고양이,구로구,108,"454,478",36,입양분양,5,48
2012,기타 동물,구로구,9,"454,478",36,입양분양,3,48
2012,개,금천구,266,"260,734",16,입양분양,110,155
2012,고양이,금천구,167,"260,734",16,입양분양,43,155
2012,기타 동물,금천구,6,"260,734",16,입양분양,2,155
2012,개,노원구,265,"600,829",53,입양분양,46,55
2012,고양이,노원구,83,"600,829",53,입양분양,8,55
2012,기타 동물,노원구,8,"600,829",53,입양분양,1,55
2012,개,도봉구,258,"364,454",32,입양분양,53,73
2012,고양이,도봉구,110,"364,454",32,입양분양,17,73
2012,기타 동물,도봉구,6,"364,454",32,입양분양,3,73
2012,개,동대문구,341,"375,683",45,입양분양,76,160
2012,고양이,동대문구,452,"375,683",45,입양분양,75,160
2012,기타 동물,동대문구,25,"375,683",45,입양분양,9,160
2012,개,동작구,288,"416,268",67,입양분양,89,107
2012,고양이,동작구,31,"416,268",67,입양분양,13,107
2012,기타 동물,동작구,16,"416,268",67,입양분양,5,107
2012,개,마포구,403,"393,576",73,입양분양,123,244
2012,고양이,마포구,665,"393,576",73,입양분양,114,244
2012,기타 동물,마포구,16,"393,576",73,입양분양,7,244
2012,개,서대문구,258,"324,733",28,입양분양,99,144
2012,고양이,서대문구,189,"324,733",28,입양분양,43,144
2012,기타 동물,서대문구,8,"324,733",28,입양분양,2,144
2012,개,서초구,171,"439,998",139,입양분양,31,43
2012,고양이,서초구,190,"439,998",139,입양분양,5,43
2012,기타 동물,서초구,12,"439,998",139,입양분양,7,43
2012,개,성동구,206,"306,868",27,입양분양,30,33
2012,고양이,성동구,142,"306,868",27,입양분양,2,33
2012,기타 동물,성동구,8,"306,868",27,입양분양,1,33
2012,개,성북구,349,"490,639",43,입양분양,49,70
2012,고양이,성북구,198,"490,639",43,입양분양,11,70
2012,기타 동물,성북구,22,"490,639",43,입양분양,10,70
2012,개,송파구,300,"680,150",96,입양분양,67,75
2012,고양이,송파구,258,"680,150",96,입양분양,8,75
2012,기타 동물,송파구,4,"680,150",96,입양분양,0,75
2012,개,양천구,541,"500,533",58,입양분양,213,269
2012,고양이,양천구,145,"500,533",58,입양분양,52,269
2012,기타 동물,양천구,11,"500,533",58,입양분양,4,269
2012,개,영등포구,239,"426,876",34,입양분양,55,72
2012,고양이,영등포구,133,"426,876",34,입양분양,14,72
2012,기타 동물,영등포구,5,"426,876",34,입양분양,3,72
2012,개,용산구,461,"255,294",66,입양분양,323,773
2012,고양이,용산구,552,"255,294",66,입양분양,416,773
2012,기타 동물,용산구,51,"255,294",66,입양분양,34,773
2012,개,은평구,406,"505,902",47,입양분양,53,69
2012,고양이,은평구,111,"505,902",47,입양분양,6,69
2012,기타 동물,은평구,12,"505,902",47,입양분양,10,69
2012,개,종로구,129,"173,148",14,입양분양,31,103
2012,고양이,종로구,238,"173,148",14,입양분양,72,103
2012,기타 동물,종로구,4,"173,148",14,입양분양,0,103
2012,개,중구,97,"140,807",21,입양분양,9,53
2012,고양이,중구,102,"140,807",21,입양분양,44,53
2012,기타 동물,중구,4,"140,807",21,입양분양,0,53
2012,개,중랑구,392,"423,655",55,입양분양,72,148
2012,고양이,중랑구,109,"423,655",55,입양분양,70,148
2012,기타 동물,중랑구,12,"423,655",55,입양분양,6,148
2013,개,강남구,197,"569,152",221,입양분양,29,52
2013,고양이,강남구,104,"569,152",221,입양분양,9,52
2013,기타 동물,강남구,16,"569,152",221,입양분양,14,52
2013,개,강동구,334,"487,969",59,입양분양,58,77
2013,고양이,강동구,16,"487,969",59,입양분양,8,77
2013,기타 동물,강동구,11,"487,969",59,입양분양,11,77
2013,개,강북구,400,"341,921",73,입양분양,40,51
2013,고양이,강북구,123,"341,921",73,입양분양,4,51
2013,기타 동물,강북구,15,"341,921",73,입양분양,7,51
2013,개,강서구,371,"575,236",162,입양분양,47,68
2013,고양이,강서구,107,"575,236",162,입양분양,10,68
2013,기타 동물,강서구,15,"575,236",162,입양분양,11,68
2013,개,관악구,528,"535,128",108,입양분양,339,583
2013,고양이,관악구,414,"535,128",108,입양분양,240,583
2013,기타 동물,관악구,5,"535,128",108,입양분양,4,583
2013,개,광진구,274,"381,439",196,입양분양,37,69
2013,고양이,광진구,52,"381,439",196,입양분양,7,69
2013,기타 동물,광진구,29,"381,439",196,입양분양,25,69
2013,개,구로구,294,"452,168",40,입양분양,40,55
2013,고양이,구로구,126,"452,168",40,입양분양,3,55
2013,기타 동물,구로구,14,"452,168",40,입양분양,12,55
2013,개,금천구,279,"258,254",20,입양분양,68,79
2013,고양이,금천구,27,"258,254",20,입양분양,5,79
2013,기타 동물,금천구,19,"258,254",20,입양분양,6,79
2013,개,노원구,305,"594,027",50,입양분양,34,48
2013,고양이,노원구,58,"594,027",50,입양분양,3,48
2013,기타 동물,노원구,14,"594,027",50,입양분양,11,48
2013,개,도봉구,272,"360,609",34,입양분양,28,58
2013,고양이,도봉구,50,"360,609",34,입양분양,4,58
2013,기타 동물,도봉구,26,"360,609",34,입양분양,26,58
2013,개,동대문구,327,"376,445",48,입양분양,38,59
2013,고양이,동대문구,154,"376,445",48,입양분양,13,59
2013,기타 동물,동대문구,14,"376,445",48,입양분양,8,59
2013,개,동작구,306,"421,487",49,입양분양,71,83
2013,고양이,동작구,19,"421,487",49,입양분양,9,83
2013,기타 동물,동작구,14,"421,487",49,입양분양,3,83
2013,개,마포구,364,"391,098",76,입양분양,141,299
2013,고양이,마포구,450,"391,098",76,입양분양,153,299
2013,기타 동물,마포구,12,"391,098",76,입양분양,5,299
2013,개,서대문구,300,"324,067",31,입양분양,39,58
2013,고양이,서대문구,143,"324,067",31,입양분양,4,58
2013,기타 동물,서대문구,24,"324,067",31,입양분양,15,58
2013,개,서초구,208,"446,541",107,입양분양,29,36
2013,고양이,서초구,127,"446,541",107,입양분양,4,36
2013,기타 동물,서초구,5,"446,541",107,입양분양,3,36
2013,개,성동구,196,"306,571",41,입양분양,27,44
2013,고양이,성동구,86,"306,571",41,입양분양,3,44
2013,기타 동물,성동구,16,"306,571",41,입양분양,14,44
2013,개,성북구,356,"485,347",58,입양분양,39,58
2013,고양이,성북구,156,"485,347",58,입양분양,6,58
2013,기타 동물,성북구,16,"485,347",58,입양분양,13,58
2013,개,송파구,336,"674,955",118,입양분양,44,64
2013,고양이,송파구,188,"674,955",118,입양분양,15,64
2013,기타 동물,송파구,9,"674,955",118,입양분양,5,64
2013,개,양천구,460,"496,934",58,입양분양,122,148
2013,고양이,양천구,28,"496,934",58,입양분양,14,148
2013,기타 동물,양천구,24,"496,934",58,입양분양,12,148
2013,개,영등포구,214,"421,577",51,입양분양,37,51
2013,고양이,영등포구,173,"421,577",51,입양분양,6,51
2013,기타 동물,영등포구,13,"421,577",51,입양분양,8,51
2013,개,용산구,427,"251,925",46,입양분양,242,566
2013,고양이,용산구,544,"251,925",46,입양분양,324,566
2013,기타 동물,용산구,9,"251,925",46,입양분양,0,566
2013,개,은평구,438,"508,111",161,입양분양,41,59
2013,고양이,은평구,110,"508,111",161,입양분양,6,59
2013,기타 동물,은평구,14,"508,111",161,입양분양,12,59
2013,개,종로구,141,"167,867",19,입양분양,15,20
2013,고양이,종로구,35,"167,867",19,입양분양,3,20
2013,기타 동물,종로구,6,"167,867",19,입양분양,2,20
2013,개,중구,149,"137,990",22,입양분양,9,58
2013,고양이,중구,145,"137,990",22,입양분양,42,58
2013,기타 동물,중구,8,"137,990",22,입양분양,7,58
2013,개,중랑구,327,"421,237",60,입양분양,46,58
2013,고양이,중랑구,74,"421,237",60,입양분양,5,58
2013,기타 동물,중랑구,12,"421,237",60,입양분양,7,58
2014,개,강남구,173,"583,446",218,입양분양,35,56
2014,고양이,강남구,38,"583,446",218,입양분양,14,56
2014,기타 동물,강남구,8,"583,446",218,입양분양,7,56
2014,개,강동구,309,"481,332",59,입양분양,54,68
2014,고양이,강동구,8,"481,332",59,입양분양,4,68
2014,기타 동물,강동구,13,"481,332",59,입양분양,10,68
2014,개,강북구,307,"338,410",56,입양분양,53,78
2014,고양이,강북구,102,"338,410",56,입양분양,12,78
2014,기타 동물,강북구,14,"338,410",56,입양분양,13,78
2014,개,강서구,321,"591,653",129,입양분양,61,85
2014,고양이,강서구,68,"591,653",129,입양분양,9,85
2014,기타 동물,강서구,18,"591,653",129,입양분양,15,85
2014,개,관악구,476,"531,960",112,입양분양,299,528
2014,고양이,관악구,395,"531,960",112,입양분양,225,528
2014,기타 동물,관악구,4,"531,960",112,입양분양,4,528
2014,개,광진구,227,"377,375",179,입양분양,49,78
2014,고양이,광진구,61,"377,375",179,입양분양,11,78
2014,기타 동물,광진구,24,"377,375",179,입양분양,18,78
2014,개,구로구,225,"457,131",43,입양분양,46,68
2014,고양이,구로구,103,"457,131",43,입양분양,13,68
2014,기타 동물,구로구,12,"457,131",43,입양분양,9,68
2014,개,금천구,169,"258,030",20,입양분양,28,31
2014,고양이,금천구,7,"258,030",20,입양분양,1,31
2014,기타 동물,금천구,5,"258,030",20,입양분양,2,31
2014,개,노원구,209,"586,056",53,입양분양,45,62
2014,고양이,노원구,54,"586,056",53,입양분양,5,62
2014,기타 동물,노원구,14,"586,056",53,입양분양,12,62
2014,개,도봉구,273,"355,712",36,입양분양,43,59
2014,고양이,도봉구,62,"355,712",36,입양분양,9,59
2014,기타 동물,도봉구,9,"355,712",36,입양분양,7,59
2014,개,동대문구,287,"376,319",51,입양분양,58,79
2014,고양이,동대문구,129,"376,319",51,입양분양,8,79
2014,기타 동물,동대문구,14,"376,319",51,입양분양,13,79
2014,개,동작구,314,"419,261",30,입양분양,78,96
2014,고양이,동작구,14,"419,261",30,입양분양,9,96
2014,기타 동물,동작구,18,"419,261",30,입양분양,9,96
2014,개,마포구,347,"395,830",81,입양분양,149,361
2014,고양이,마포구,405,"395,830",81,입양분양,197,361
2014,기타 동물,마포구,19,"395,830",81,입양분양,15,361
2014,개,서대문구,237,"320,861",31,입양분양,41,68
2014,고양이,서대문구,132,"320,861",31,입양분양,17,68
2014,기타 동물,서대문구,11,"320,861",31,입양분양,10,68
2014,개,서초구,143,"454,288",97,입양분양,18,38
2014,고양이,서초구,86,"454,288",97,입양분양,10,38
2014,기타 동물,서초구,10,"454,288",97,입양분양,10,38
2014,개,성동구,168,"303,891",48,입양분양,33,48
2014,고양이,성동구,54,"303,891",48,입양분양,7,48
2014,기타 동물,성동구,9,"303,891",48,입양분양,8,48
2014,개,성북구,293,"475,961",60,입양분양,59,85
2014,고양이,성북구,97,"475,961",60,입양분양,13,85
2014,기타 동물,성북구,17,"475,961",60,입양분양,13,85
2014,개,송파구,271,"671,794",124,입양분양,44,67
2014,고양이,송파구,142,"671,794",124,입양분양,14,67
2014,기타 동물,송파구,13,"671,794",124,입양분양,9,67
2014,개,양천구,386,"490,708",59,입양분양,160,189
2014,고양이,양천구,53,"490,708",59,입양분양,22,189
2014,기타 동물,양천구,13,"490,708",59,입양분양,7,189
2014,개,영등포구,157,"421,436",51,입양분양,28,43
2014,고양이,영등포구,111,"421,436",51,입양분양,12,43
2014,기타 동물,영등포구,3,"421,436",51,입양분양,3,43
2014,개,용산구,330,"249,914",28,입양분양,156,343
2014,고양이,용산구,277,"249,914",28,입양분양,185,343
2014,기타 동물,용산구,4,"249,914",28,입양분양,2,343
2014,개,은평구,400,"503,243",163,입양분양,56,85
2014,고양이,은평구,66,"503,243",163,입양분양,13,85
2014,기타 동물,은평구,20,"503,243",163,입양분양,16,85
2014,개,종로구,150,"165,344",16,입양분양,28,37
2014,고양이,종로구,68,"165,344",16,입양분양,4,37
2014,기타 동물,종로구,5,"165,344",16,입양분양,5,37
2014,개,중구,106,"136,227",23,입양분양,21,30
2014,고양이,중구,32,"136,227",23,입양분양,4,30
2014,기타 동물,중구,6,"136,227",23,입양분양,5,30
2014,개,중랑구,366,"423,411",60,입양분양,61,75
2014,고양이,중랑구,52,"423,411",60,입양분양,8,75
2014,기타 동물,중랑구,8,"423,411",60,입양분양,6,75
2015,개,강남구,157,"581,760",227,입양분양,28,37
2015,고양이,강남구,50,"581,760",227,입양분양,7,37
2015,기타 동물,강남구,3,"581,760",227,입양분양,2,37
2015,개,강동구,278,"463,321",55,입양분양,54,61
2015,고양이,강동구,10,"463,321",55,입양분양,3,61
2015,기타 동물,강동구,5,"463,321",55,입양분양,4,61
2015,개,강북구,307,"334,426",32,입양분양,56,74
2015,고양이,강북구,79,"334,426",32,입양분양,8,74
2015,기타 동물,강북구,15,"334,426",32,입양분양,10,74
2015,개,강서구,285,"595,691",71,입양분양,51,75
2015,고양이,강서구,87,"595,691",71,입양분양,11,75
2015,기타 동물,강서구,19,"595,691",71,입양분양,13,75
2015,개,관악구,519,"529,031",88,입양분양,297,609
2015,고양이,관악구,523,"529,031",88,입양분양,307,609
2015,기타 동물,관악구,5,"529,031",88,입양분양,5,609
2015,개,광진구,240,"375,180",117,입양분양,47,84
2015,고양이,광진구,84,"375,180",117,입양분양,16,84
2015,기타 동물,광진구,23,"375,180",117,입양분양,21,84
2015,개,구로구,193,"454,604",44,입양분양,39,50
2015,고양이,구로구,37,"454,604",44,입양분양,5,50
