기간,animal,자치구,계,인구총계,수의사합계,분류,value,분류별 합계
2009,개,강남구,314,"569,499",116,인도(주인),69,73
2009,고양이,강남구,251,"569,499",116,인도(주인),4,73
2009,기타 동물,강남구,13,"569,499",116,인도(주인),0,73
2009,개,강동구,754,"489,655",41,인도(주인),189,193
2009,고양이,강동구,268,"489,655",41,인도(주인),4,193
2009,기타 동물,강동구,24,"489,655",41,인도(주인),0,193
2009,개,강북구,430,"343,912",31,인도(주인),60,61
2009,고양이,강북구,146,"343,912",31,인도(주인),1,61
2009,기타 동물,강북구,4,"343,912",31,인도(주인),0,61
2009,개,강서구,577,"579,196",40,인도(주인),79,81
2009,고양이,강서구,222,"579,196",40,인도(주인),2,81
2009,기타 동물,강서구,19,"579,196",40,인도(주인),0,81
2009,개,관악구,785,"547,311",64,인도(주인),101,107
2009,고양이,관악구,424,"547,311",64,인도(주인),6,107
2009,기타 동물,관악구,0,"547,311",64,인도(주인),0,107
2009,개,광진구,357,"386,513",90,인도(주인),46,48
2009,고양이,광진구,375,"386,513",90,인도(주인),2,48
2009,기타 동물,광진구,9,"386,513",90,인도(주인),0,48
2009,개,구로구,518,"449,613",33,인도(주인),85,90
2009,고양이,구로구,367,"449,613",33,인도(주인),5,90
2009,기타 동물,구로구,23,"449,613",33,인도(주인),0,90
2009,개,금천구,242,"263,116",13,인도(주인),38,42
2009,고양이,금천구,106,"263,116",13,인도(주인),3,42
2009,기타 동물,금천구,12,"263,116",13,인도(주인),1,42
2009,개,노원구,362,"615,161",47,인도(주인),45,46
2009,고양이,노원구,156,"615,161",47,인도(주인),1,46
2009,기타 동물,노원구,6,"615,161",47,인도(주인),0,46
2009,개,도봉구,284,"372,398",30,인도(주인),35,39
2009,고양이,도봉구,128,"372,398",30,인도(주인),4,39
2009,기타 동물,도봉구,9,"372,398",30,인도(주인),0,39
2009,개,동대문구,321,"374,277",33,인도(주인),44,48
2009,고양이,동대문구,82,"374,277",33,인도(주인),3,48
2009,기타 동물,동대문구,10,"374,277",33,인도(주인),1,48
2009,개,동작구,577,"407,973",37,인도(주인),77,79
2009,고양이,동작구,281,"407,973",37,인도(주인),2,79
2009,기타 동물,동작구,8,"407,973",37,인도(주인),0,79
2009,개,마포구,513,"392,313",58,인도(주인),76,78
2009,고양이,마포구,291,"392,313",58,인도(주인),2,78
2009,기타 동물,마포구,4,"392,313",58,인도(주인),0,78
2009,개,서대문구,478,"336,649",21,인도(주인),84,85
2009,고양이,서대문구,319,"336,649",21,인도(주인),1,85
2009,기타 동물,서대문구,8,"336,649",21,인도(주인),0,85
2009,개,서초구,196,"431,131",67,인도(주인),27,29
2009,고양이,서초구,225,"431,131",67,인도(주인),2,29
2009,기타 동물,서초구,12,"431,131",67,인도(주인),0,29
2009,개,성동구,265,"316,064",20,인도(주인),46,47
2009,고양이,성동구,122,"316,064",20,인도(주인),1,47
2009,기타 동물,성동구,8,"316,064",20,인도(주인),0,47
2009,개,성북구,406,"484,457",36,인도(주인),46,47
2009,고양이,성북구,144,"484,457",36,인도(주인),1,47
2009,기타 동물,성북구,13,"484,457",36,인도(주인),0,47
2009,개,송파구,519,"689,296",87,인도(주인),95,100
2009,고양이,송파구,407,"689,296",87,인도(주인),5,100
2009,기타 동물,송파구,4,"689,296",87,인도(주인),0,100
2009,개,양천구,578,"506,684",54,인도(주인),82,85
2009,고양이,양천구,64,"506,684",54,인도(주인),3,85
2009,기타 동물,양천구,0,"506,684",54,인도(주인),0,85
2009,개,영등포구,288,"441,747",39,인도(주인),37,37
2009,고양이,영등포구,183,"441,747",39,인도(주인),0,37
2009,기타 동물,영등포구,27,"441,747",39,인도(주인),0,37
2009,개,용산구,541,"251,200",32,인도(주인),62,63
2009,고양이,용산구,412,"251,200",32,인도(주인),0,63
2009,기타 동물,용산구,41,"251,200",32,인도(주인),1,63
2009,개,은평구,924,"470,782",32,인도(주인),179,185
2009,고양이,은평구,273,"470,782",32,인도(주인),5,185
2009,기타 동물,은평구,16,"470,782",32,인도(주인),1,185
2009,개,종로구,227,"177,543",15,인도(주인),69,76
2009,고양이,종로구,182,"177,543",15,인도(주인),7,76
2009,기타 동물,종로구,0,"177,543",15,인도(주인),0,76
2009,개,중구,115,"137,861",12,인도(주인),11,15
2009,고양이,중구,146,"137,861",12,인도(주인),3,15
2009,기타 동물,중구,7,"137,861",12,인도(주인),1,15
2009,개,중랑구,376,"429,700",52,인도(주인),51,51
2009,고양이,중랑구,107,"429,700",52,인도(주인),0,51
2009,기타 동물,중랑구,6,"429,700",52,인도(주인),0,51
2010,개,강남구,346,"577,070",180,인도(주인),82,84
2010,고양이,강남구,328,"577,070",180,인도(주인),0,84
2010,기타 동물,강남구,29,"577,070",180,인도(주인),2,84
2010,개,강동구,725,"496,939",39,인도(주인),199,203
2010,고양이,강동구,300,"496,939",39,인도(주인),3,203
2010,기타 동물,강동구,24,"496,939",39,인도(주인),1,203
2010,개,강북구,470,"350,007",34,인도(주인),38,39
2010,고양이,강북구,248,"350,007",34,인도(주인),1,39
2010,기타 동물,강북구,16,"350,007",34,인도(주인),0,39
2010,개,강서구,499,"580,506",40,인도(주인),89,94
2010,고양이,강서구,265,"580,506",40,인도(주인),5,94
2010,기타 동물,강서구,33,"580,506",40,인도(주인),0,94
2010,개,관악구,617,"549,736",71,인도(주인),121,127
2010,고양이,관악구,397,"549,736",71,인도(주인),6,127
2010,기타 동물,관악구,0,"549,736",71,인도(주인),0,127
2010,개,광진구,386,"388,775",80,인도(주인),59,62
2010,고양이,광진구,319,"388,775",80,인도(주인),2,62
2010,기타 동물,광진구,13,"388,775",80,인도(주인),1,62
2010,개,구로구,520,"452,667",37,인도(주인),92,93
2010,고양이,구로구,316,"452,667",37,인도(주인),1,93
2010,기타 동물,구로구,2,"452,667",37,인도(주인),0,93
2010,개,금천구,268,"264,544",17,인도(주인),42,42
2010,고양이,금천구,176,"264,544",17,인도(주인),0,42
2010,기타 동물,금천구,12,"264,544",17,인도(주인),0,42
2010,개,노원구,354,"615,425",49,인도(주인),65,66
2010,고양이,노원구,163,"615,425",49,인도(주인),0,66
2010,기타 동물,노원구,16,"615,425",49,인도(주인),1,66
2010,개,도봉구,353,"370,734",29,인도(주인),64,64
2010,고양이,도봉구,179,"370,734",29,인도(주인),0,64
2010,기타 동물,도봉구,20,"370,734",29,인도(주인),0,64
2010,개,동대문구,350,"379,343",34,인도(주인),46,48
2010,고양이,동대문구,60,"379,343",34,인도(주인),1,48
2010,기타 동물,동대문구,12,"379,343",34,인도(주인),1,48
2010,개,동작구,526,"413,814",43,인도(주인),81,84
2010,고양이,동작구,201,"413,814",43,인도(주인),3,84
2010,기타 동물,동작구,19,"413,814",43,인도(주인),0,84
2010,개,마포구,464,"400,464",58,인도(주인),90,96
2010,고양이,마포구,573,"400,464",58,인도(주인),6,96
2010,기타 동물,마포구,24,"400,464",58,인도(주인),0,96
2010,개,서대문구,446,"333,871",26,인도(주인),83,87
2010,고양이,서대문구,506,"333,871",26,인도(주인),4,87
2010,기타 동물,서대문구,12,"333,871",26,인도(주인),0,87
2010,개,서초구,213,"440,021",61,인도(주인),48,51
2010,고양이,서초구,265,"440,021",61,인도(주인),3,51
2010,기타 동물,서초구,17,"440,021",61,인도(주인),0,51
2010,개,성동구,247,"316,892",22,인도(주인),38,39
2010,고양이,성동구,225,"316,892",22,인도(주인),1,39
2010,기타 동물,성동구,18,"316,892",22,인도(주인),0,39
2010,개,성북구,439,"497,692",40,인도(주인),54,55
2010,고양이,성북구,324,"497,692",40,인도(주인),1,55
2010,기타 동물,성북구,16,"497,692",40,인도(주인),0,55
2010,개,송파구,549,"693,144",92,인도(주인),65,67
2010,고양이,송파구,442,"693,144",92,인도(주인),2,67
2010,기타 동물,송파구,3,"693,144",92,인도(주인),0,67
2010,개,양천구,639,"505,223",53,인도(주인),153,157
2010,고양이,양천구,107,"505,223",53,인도(주인),4,157
2010,기타 동물,양천구,5,"505,223",53,인도(주인),0,157
2010,개,영등포구,281,"445,648",37,인도(주인),59,61
2010,고양이,영등포구,239,"445,648",37,인도(주인),2,61
2010,기타 동물,영등포구,19,"445,648",37,인도(주인),0,61
2010,개,용산구,461,"257,143",37,인도(주인),80,80
2010,고양이,용산구,530,"257,143",37,인도(주인),0,80
2010,기타 동물,용산구,57,"257,143",37,인도(주인),0,80
2010,개,은평구,968,"492,925",39,인도(주인),210,221
2010,고양이,은평구,347,"492,925",39,인도(주인),11,221
2010,기타 동물,은평구,16,"492,925",39,인도(주인),0,221
2010,개,종로구,287,"179,362",15,인도(주인),79,80
2010,고양이,종로구,208,"179,362",15,인도(주인),1,80
2010,기타 동물,종로구,0,"179,362",15,인도(주인),0,80
2010,개,중구,160,"141,200",13,인도(주인),24,29
2010,고양이,중구,164,"141,200",13,인도(주인),5,29
2010,기타 동물,중구,5,"141,200",13,인도(주인),0,29
2010,개,중랑구,552,"432,302",61,인도(주인),45,48
2010,고양이,중랑구,210,"432,302",61,인도(주인),3,48
2010,기타 동물,중랑구,24,"432,302",61,인도(주인),0,48
2011,개,강남구,222,"573,003",206,인도(주인),52,58
2011,고양이,강남구,357,"573,003",206,인도(주인),6,58
2011,기타 동물,강남구,23,"573,003",206,인도(주인),0,58
2011,개,강동구,638,"500,516",55,인도(주인),222,225
2011,고양이,강동구,399,"500,516",55,인도(주인),3,225
2011,기타 동물,강동구,21,"500,516",55,인도(주인),0,225
2011,개,강북구,317,"348,740",27,인도(주인),48,50
2011,고양이,강북구,248,"348,740",27,인도(주인),2,50
2011,기타 동물,강북구,13,"348,740",27,인도(주인),0,50
2011,개,강서구,397,"575,846",91,인도(주인),59,70
2011,고양이,강서구,277,"575,846",91,인도(주인),11,70
2011,기타 동물,강서구,26,"575,846",91,인도(주인),0,70
2011,개,관악구,550,"546,350",116,인도(주인),138,140
2011,고양이,관악구,166,"546,350",116,인도(주인),2,140
2011,기타 동물,관악구,2,"546,350",116,인도(주인),0,140
2011,개,광진구,312,"386,673",145,인도(주인),65,68
2011,고양이,광진구,369,"386,673",145,인도(주인),3,68
2011,기타 동물,광진구,17,"386,673",145,인도(주인),0,68
2011,개,구로구,292,"458,908",36,인도(주인),38,38
2011,고양이,구로구,164,"458,908",36,인도(주인),0,38
2011,기타 동물,구로구,15,"458,908",36,인도(주인),0,38
2011,개,금천구,212,"264,256",16,인도(주인),26,26
2011,고양이,금천구,191,"264,256",16,인도(주인),0,26
2011,기타 동물,금천구,10,"264,256",16,인도(주인),0,26
2011,개,노원구,308,"608,062",53,인도(주인),77,79
2011,고양이,노원구,126,"608,062",53,인도(주인),1,79
2011,기타 동물,노원구,11,"608,062",53,인도(주인),1,79
2011,개,도봉구,289,"367,949",31,인도(주인),46,46
2011,고양이,도봉구,157,"367,949",31,인도(주인),0,46
2011,기타 동물,도봉구,20,"367,949",31,인도(주인),0,46
2011,개,동대문구,419,"378,534",45,인도(주인),60,63
2011,고양이,동대문구,266,"378,534",45,인도(주인),3,63
2011,기타 동물,동대문구,38,"378,534",45,인도(주인),0,63
2011,개,동작구,324,"413,658",67,인도(주인),57,57
2011,고양이,동작구,39,"413,658",67,인도(주인),0,57
2011,기타 동물,동작구,12,"413,658",67,인도(주인),0,57
2011,개,마포구,443,"398,627",73,인도(주인),80,85
2011,고양이,마포구,525,"398,627",73,인도(주인),5,85
2011,기타 동물,마포구,22,"398,627",73,인도(주인),0,85
2011,개,서대문구,273,"324,529",28,인도(주인),67,70
2011,고양이,서대문구,276,"324,529",28,인도(주인),3,70
2011,기타 동물,서대문구,11,"324,529",28,인도(주인),0,70
2011,개,서초구,167,"439,012",141,인도(주인),47,52
2011,고양이,서초구,282,"439,012",141,인도(주인),5,52
2011,기타 동물,서초구,6,"439,012",141,인도(주인),0,52
2011,개,성동구,222,"308,767",27,인도(주인),48,50
2011,고양이,성동구,162,"308,767",27,인도(주인),2,50
2011,기타 동물,성동구,13,"308,767",27,인도(주인),0,50
2011,개,성북구,376,"494,422",43,인도(주인),68,72
2011,고양이,성북구,352,"494,422",43,인도(주인),3,72
2011,기타 동물,성북구,28,"494,422",43,인도(주인),1,72
2011,개,송파구,363,"690,466",94,인도(주인),82,84
2011,고양이,송파구,413,"690,466",94,인도(주인),1,84
2011,기타 동물,송파구,11,"690,466",94,인도(주인),1,84
2011,개,양천구,577,"505,605",57,인도(주인),178,182
2011,고양이,양천구,161,"505,605",57,인도(주인),4,182
2011,기타 동물,양천구,17,"505,605",57,인도(주인),0,182
2011,개,영등포구,267,"439,555",32,인도(주인),57,58
2011,고양이,영등포구,270,"439,555",32,인도(주인),1,58
2011,기타 동물,영등포구,21,"439,555",32,인도(주인),0,58
2011,개,용산구,469,"259,288",64,인도(주인),61,69
2011,고양이,용산구,407,"259,288",64,인도(주인),1,69
2011,기타 동물,용산구,68,"259,288",64,인도(주인),7,69
2011,개,은평구,412,"498,350",47,인도(주인),78,81
2011,고양이,은평구,136,"498,350",47,인도(주인),3,81
2011,기타 동물,은평구,16,"498,350",47,인도(주인),0,81
2011,개,종로구,181,"177,419",13,인도(주인),26,26
2011,고양이,종로구,196,"177,419",13,인도(주인),0,26
2011,기타 동물,종로구,2,"177,419",13,인도(주인),0,26
2011,개,중구,128,"141,567",21,인도(주인),25,25
2011,고양이,중구,193,"141,567",21,인도(주인),0,25
2011,기타 동물,중구,4,"141,567",21,인도(주인),0,25
2011,개,중랑구,365,"428,672",55,인도(주인),54,56
2011,고양이,중랑구,131,"428,672",55,인도(주인),2,56
2011,기타 동물,중랑구,16,"428,672",55,인도(주인),0,56
2012,개,강남구,248,"569,997",203,인도(주인),58,67
2012,고양이,강남구,240,"569,997",203,인도(주인),9,67
2012,기타 동물,강남구,17,"569,997",203,인도(주인),0,67
2012,개,강동구,433,"492,728",55,인도(주인),144,152
2012,고양이,강동구,141,"492,728",55,인도(주인),7,152
2012,기타 동물,강동구,19,"492,728",55,인도(주인),1,152
2012,개,강북구,365,"346,493",27,인도(주인),56,58
2012,고양이,강북구,199,"346,493",27,인도(주인),1,58
2012,기타 동물,강북구,17,"346,493",27,인도(주인),1,58
2012,개,강서구,385,"573,794",93,인도(주인),74,80
2012,고양이,강서구,199,"573,794",93,인도(주인),5,80
2012,기타 동물,강서구,18,"573,794",93,인도(주인),1,80
2012,개,관악구,505,"540,520",116,인도(주인),128,138
2012,고양이,관악구,363,"540,520",116,인도(주인),9,138
2012,기타 동물,관악구,26,"540,520",116,인도(주인),1,138
2012,개,광진구,307,"384,269",147,인도(주인),77,79
2012,고양이,광진구,225,"384,269",147,인도(주인),2,79
2012,기타 동물,광진구,10,"384,269",147,인도(주인),0,79
2012,개,구로구,247,"454,478",36,인도(주인),48,50
2012,고양이,구로구,108,"454,478",36,인도(주인),2,50
2012,기타 동물,구로구,9,"454,478",36,인도(주인),0,50
2012,개,금천구,266,"260,734",16,인도(주인),40,41
2012,고양이,금천구,167,"260,734",16,인도(주인),1,41
2012,기타 동물,금천구,6,"260,734",16,인도(주인),0,41
2012,개,노원구,265,"600,829",53,인도(주인),59,60
2012,고양이,노원구,83,"600,829",53,인도(주인),1,60
2012,기타 동물,노원구,8,"600,829",53,인도(주인),0,60
2012,개,도봉구,258,"364,454",32,인도(주인),56,61
2012,고양이,도봉구,110,"364,454",32,인도(주인),5,61
2012,기타 동물,도봉구,6,"364,454",32,인도(주인),0,61
2012,개,동대문구,341,"375,683",45,인도(주인),56,59
2012,고양이,동대문구,452,"375,683",45,인도(주인),3,59
2012,기타 동물,동대문구,25,"375,683",45,인도(주인),0,59
2012,개,동작구,288,"416,268",67,인도(주인),85,88
2012,고양이,동작구,31,"416,268",67,인도(주인),2,88
2012,기타 동물,동작구,16,"416,268",67,인도(주인),1,88
2012,개,마포구,403,"393,576",73,인도(주인),103,110
2012,고양이,마포구,665,"393,576",73,인도(주인),7,110
2012,기타 동물,마포구,16,"393,576",73,인도(주인),0,110
2012,개,서대문구,258,"324,733",28,인도(주인),47,51
2012,고양이,서대문구,189,"324,733",28,인도(주인),3,51
2012,기타 동물,서대문구,8,"324,733",28,인도(주인),1,51
2012,개,서초구,171,"439,998",139,인도(주인),37,41
2012,고양이,서초구,190,"439,998",139,인도(주인),4,41
2012,기타 동물,서초구,12,"439,998",139,인도(주인),0,41
2012,개,성동구,206,"306,868",27,인도(주인),33,34
2012,고양이,성동구,142,"306,868",27,인도(주인),1,34
2012,기타 동물,성동구,8,"306,868",27,인도(주인),0,34
2012,개,성북구,349,"490,639",43,인도(주인),66,69
2012,고양이,성북구,198,"490,639",43,인도(주인),3,69
2012,기타 동물,성북구,22,"490,639",43,인도(주인),0,69
2012,개,송파구,300,"680,150",96,인도(주인),72,75
2012,고양이,송파구,258,"680,150",96,인도(주인),3,75
2012,기타 동물,송파구,4,"680,150",96,인도(주인),0,75
2012,개,양천구,541,"500,533",58,인도(주인),175,179
2012,고양이,양천구,145,"500,533",58,인도(주인),4,179
2012,기타 동물,양천구,11,"500,533",58,인도(주인),0,179
2012,개,영등포구,239,"426,876",34,인도(주인),34,35
2012,고양이,영등포구,133,"426,876",34,인도(주인),1,35
2012,기타 동물,영등포구,5,"426,876",34,인도(주인),0,35
2012,개,용산구,461,"255,294",66,인도(주인),115,128
2012,고양이,용산구,552,"255,294",66,인도(주인),9,128
2012,기타 동물,용산구,51,"255,294",66,인도(주인),4,128
2012,개,은평구,406,"505,902",47,인도(주인),91,92
2012,고양이,은평구,111,"505,902",47,인도(주인),1,92
2012,기타 동물,은평구,12,"505,902",47,인도(주인),0,92
2012,개,종로구,129,"173,148",14,인도(주인),17,20
2012,고양이,종로구,238,"173,148",14,인도(주인),2,20
2012,기타 동물,종로구,4,"173,148",14,인도(주인),1,20
2012,개,중구,97,"140,807",21,인도(주인),17,17
2012,고양이,중구,102,"140,807",21,인도(주인),0,17
2012,기타 동물,중구,4,"140,807",21,인도(주인),0,17
2012,개,중랑구,392,"423,655",55,인도(주인),74,74
2012,고양이,중랑구,109,"423,655",55,인도(주인),0,74
2012,기타 동물,중랑구,12,"423,655",55,인도(주인),0,74
2013,개,강남구,197,"569,152",221,인도(주인),65,67
2013,고양이,강남구,104,"569,152",221,인도(주인),2,67
2013,기타 동물,강남구,16,"569,152",221,인도(주인),0,67
2013,개,강동구,334,"487,969",59,인도(주인),91,92
2013,고양이,강동구,16,"487,969",59,인도(주인),1,92
2013,기타 동물,강동구,11,"487,969",59,인도(주인),0,92
2013,개,강북구,400,"341,921",73,인도(주인),77,78
2013,고양이,강북구,123,"341,921",73,인도(주인),1,78
2013,기타 동물,강북구,15,"341,921",73,인도(주인),0,78
2013,개,강서구,371,"575,236",162,인도(주인),94,97
2013,고양이,강서구,107,"575,236",162,인도(주인),3,97
2013,기타 동물,강서구,15,"575,236",162,인도(주인),0,97
2013,개,관악구,528,"535,128",108,인도(주인),141,145
2013,고양이,관악구,414,"535,128",108,인도(주인),4,145
2013,기타 동물,관악구,5,"535,128",108,인도(주인),0,145
2013,개,광진구,274,"381,439",196,인도(주인),93,97
2013,고양이,광진구,52,"381,439",196,인도(주인),2,97
2013,기타 동물,광진구,29,"381,439",196,인도(주인),2,97
2013,개,구로구,294,"452,168",40,인도(주인),49,53
2013,고양이,구로구,126,"452,168",40,인도(주인),3,53
2013,기타 동물,구로구,14,"452,168",40,인도(주인),1,53
2013,개,금천구,279,"258,254",20,인도(주인),68,71
2013,고양이,금천구,27,"258,254",20,인도(주인),2,71
2013,기타 동물,금천구,19,"258,254",20,인도(주인),1,71
2013,개,노원구,305,"594,027",50,인도(주인),61,68
2013,고양이,노원구,58,"594,027",50,인도(주인),4,68
2013,기타 동물,노원구,14,"594,027",50,인도(주인),3,68
2013,개,도봉구,272,"360,609",34,인도(주인),73,74
2013,고양이,도봉구,50,"360,609",34,인도(주인),1,74
2013,기타 동물,도봉구,26,"360,609",34,인도(주인),0,74
2013,개,동대문구,327,"376,445",48,인도(주인),72,75
2013,고양이,동대문구,154,"376,445",48,인도(주인),3,75
2013,기타 동물,동대문구,14,"376,445",48,인도(주인),0,75
2013,개,동작구,306,"421,487",49,인도(주인),94,99
2013,고양이,동작구,19,"421,487",49,인도(주인),5,99
2013,기타 동물,동작구,14,"421,487",49,인도(주인),0,99
2013,개,마포구,364,"391,098",76,인도(주인),112,117
2013,고양이,마포구,450,"391,098",76,인도(주인),4,117
2013,기타 동물,마포구,12,"391,098",76,인도(주인),1,117
2013,개,서대문구,300,"324,067",31,인도(주인),64,67
2013,고양이,서대문구,143,"324,067",31,인도(주인),2,67
2013,기타 동물,서대문구,24,"324,067",31,인도(주인),1,67
2013,개,서초구,208,"446,541",107,인도(주인),62,63
2013,고양이,서초구,127,"446,541",107,인도(주인),1,63
2013,기타 동물,서초구,5,"446,541",107,인도(주인),0,63
2013,개,성동구,196,"306,571",41,인도(주인),39,42
2013,고양이,성동구,86,"306,571",41,인도(주인),3,42
2013,기타 동물,성동구,16,"306,571",41,인도(주인),0,42
2013,개,성북구,356,"485,347",58,인도(주인),70,71
2013,고양이,성북구,156,"485,347",58,인도(주인),0,71
2013,기타 동물,성북구,16,"485,347",58,인도(주인),1,71
2013,개,송파구,336,"674,955",118,인도(주인),84,86
2013,고양이,송파구,188,"674,955",118,인도(주인),2,86
2013,기타 동물,송파구,9,"674,955",118,인도(주인),0,86
2013,개,양천구,460,"496,934",58,인도(주인),169,172
2013,고양이,양천구,28,"496,934",58,인도(주인),3,172
2013,기타 동물,양천구,24,"496,934",58,인도(주인),0,172
2013,개,영등포구,214,"421,577",51,인도(주인),43,44
2013,고양이,영등포구,173,"421,577",51,인도(주인),1,44
2013,기타 동물,영등포구,13,"421,577",51,인도(주인),0,44
2013,개,용산구,427,"251,925",46,인도(주인),142,178
2013,고양이,용산구,544,"251,925",46,인도(주인),33,178
2013,기타 동물,용산구,9,"251,925",46,인도(주인),3,178
2013,개,은평구,438,"508,111",161,인도(주인),111,111
2013,고양이,은평구,110,"508,111",161,인도(주인),0,111
2013,기타 동물,은평구,14,"508,111",161,인도(주인),0,111
2013,개,종로구,141,"167,867",19,인도(주인),28,28
2013,고양이,종로구,35,"167,867",19,인도(주인),0,28
2013,기타 동물,종로구,6,"167,867",19,인도(주인),0,28
2013,개,중구,149,"137,990",22,인도(주인),31,31
2013,고양이,중구,145,"137,990",22,인도(주인),0,31
2013,기타 동물,중구,8,"137,990",22,인도(주인),0,31
2013,개,중랑구,327,"421,237",60,인도(주인),74,80
2013,고양이,중랑구,74,"421,237",60,인도(주인),4,80
2013,기타 동물,중랑구,12,"421,237",60,인도(주인),2,80
2014,개,강남구,173,"583,446",218,인도(주인),60,61
2014,고양이,강남구,38,"583,446",218,인도(주인),1,61
2014,기타 동물,강남구,8,"583,446",218,인도(주인),0,61
2014,개,강동구,309,"481,332",59,인도(주인),110,112
2014,고양이,강동구,8,"481,332",59,인도(주인),1,112
2014,기타 동물,강동구,13,"481,332",59,인도(주인),1,112
2014,개,강북구,307,"338,410",56,인도(주인),93,94
2014,고양이,강북구,102,"338,410",56,인도(주인),1,94
2014,기타 동물,강북구,14,"338,410",56,인도(주인),0,94
2014,개,강서구,321,"591,653",129,인도(주인),98,103
2014,고양이,강서구,68,"591,653",129,인도(주인),3,103
2014,기타 동물,강서구,18,"591,653",129,인도(주인),2,103
2014,개,관악구,476,"531,960",112,인도(주인),161,168
2014,고양이,관악구,395,"531,960",112,인도(주인),7,168
2014,기타 동물,관악구,4,"531,960",112,인도(주인),0,168
2014,개,광진구,227,"377,375",179,인도(주인),87,92
2014,고양이,광진구,61,"377,375",179,인도(주인),3,92
2014,기타 동물,광진구,24,"377,375",179,인도(주인),2,92
2014,개,구로구,225,"457,131",43,인도(주인),50,54
2014,고양이,구로구,103,"457,131",43,인도(주인),3,54
2014,기타 동물,구로구,12,"457,131",43,인도(주인),1,54
2014,개,금천구,169,"258,030",20,인도(주인),44,46
2014,고양이,금천구,7,"258,030",20,인도(주인),0,46
2014,기타 동물,금천구,5,"258,030",20,인도(주인),2,46
2014,개,노원구,209,"586,056",53,인도(주인),48,48
2014,고양이,노원구,54,"586,056",53,인도(주인),0,48
2014,기타 동물,노원구,14,"586,056",53,인도(주인),0,48
2014,개,도봉구,273,"355,712",36,인도(주인),96,97
2014,고양이,도봉구,62,"355,712",36,인도(주인),0,97
2014,기타 동물,도봉구,9,"355,712",36,인도(주인),1,97
2014,개,동대문구,287,"376,319",51,인도(주인),77,77
2014,고양이,동대문구,129,"376,319",51,인도(주인),0,77
2014,기타 동물,동대문구,14,"376,319",51,인도(주인),0,77
2014,개,동작구,314,"419,261",30,인도(주인),126,129
2014,고양이,동작구,14,"419,261",30,인도(주인),3,129
2014,기타 동물,동작구,18,"419,261",30,인도(주인),0,129
2014,개,마포구,347,"395,830",81,인도(주인),141,148
2014,고양이,마포구,405,"395,830",81,인도(주인),6,148
2014,기타 동물,마포구,19,"395,830",81,인도(주인),1,148
2014,개,서대문구,237,"320,861",31,인도(주인),69,73
2014,고양이,서대문구,132,"320,861",31,인도(주인),4,73
2014,기타 동물,서대문구,11,"320,861",31,인도(주인),0,73
2014,개,서초구,143,"454,288",97,인도(주인),48,52
2014,고양이,서초구,86,"454,288",97,인도(주인),4,52
2014,기타 동물,서초구,10,"454,288",97,인도(주인),0,52
2014,개,성동구,168,"303,891",48,인도(주인),46,47
2014,고양이,성동구,54,"303,891",48,인도(주인),1,47
2014,기타 동물,성동구,9,"303,891",48,인도(주인),0,47
2014,개,성북구,293,"475,961",60,인도(주인),79,84
2014,고양이,성북구,97,"475,961",60,인도(주인),3,84
2014,기타 동물,성북구,17,"475,961",60,인도(주인),2,84
2014,개,송파구,271,"671,794",124,인도(주인),90,95
2014,고양이,송파구,142,"671,794",124,인도(주인),4,95
2014,기타 동물,송파구,13,"671,794",124,인도(주인),1,95
2014,개,양천구,386,"490,708",59,인도(주인),136,139
2014,고양이,양천구,53,"490,708",59,인도(주인),3,139
2014,기타 동물,양천구,13,"490,708",59,인도(주인),0,139
2014,개,영등포구,157,"421,436",51,인도(주인),39,41
2014,고양이,영등포구,111,"421,436",51,인도(주인),2,41
2014,기타 동물,영등포구,3,"421,436",51,인도(주인),0,41
2014,개,용산구,330,"249,914",28,인도(주인),141,147
2014,고양이,용산구,277,"249,914",28,인도(주인),6,147
2014,기타 동물,용산구,4,"249,914",28,인도(주인),0,147
2014,개,은평구,400,"503,243",163,인도(주인),123,126
2014,고양이,은평구,66,"503,243",163,인도(주인),3,126
2014,기타 동물,은평구,20,"503,243",163,인도(주인),0,126
2014,개,종로구,150,"165,344",16,인도(주인),40,40
2014,고양이,종로구,68,"165,344",16,인도(주인),0,40
2014,기타 동물,종로구,5,"165,344",16,인도(주인),0,40
2014,개,중구,106,"136,227",23,인도(주인),27,28
2014,고양이,중구,32,"136,227",23,인도(주인),1,28
2014,기타 동물,중구,6,"136,227",23,인도(주인),0,28
2014,개,중랑구,366,"423,411",60,인도(주인),115,116
2014,고양이,중랑구,52,"423,411",60,인도(주인),1,116
2014,기타 동물,중랑구,8,"423,411",60,인도(주인),0,116
2015,개,강남구,157,"581,760",227,인도(주인),54,59
2015,고양이,강남구,50,"581,760",227,인도(주인),5,59
2015,기타 동물,강남구,3,"581,760",227,인도(주인),0,59
2015,개,강동구,278,"463,321",55,인도(주인),95,96
2015,고양이,강동구,10,"463,321",55,인도(주인),1,96
2015,기타 동물,강동구,5,"463,321",55,인도(주인),0,96
2015,개,강북구,307,"334,426",32,인도(주인),97,100
2015,고양이,강북구,79,"334,426",32,인도(주인),3,100
2015,기타 동물,강북구,15,"334,426",32,인도(주인),0,100
2015,개,강서구,285,"595,691",71,인도(주인),99,104
2015,고양이,강서구,87,"595,691",71,인도(주인),4,104
2015,기타 동물,강서구,19,"595,691",71,인도(주인),1,104
2015,개,관악구,519,"529,031",88,인도(주인),203,214
