year,month,title,writer,rank,split_writer,nouns
2009,12,유진’s 뷰티 시크릿,유진  (지은이) |,47,"[('유진  ', '지은이')]","['유진', '뷰티', '시크릿']"
2009,12,우리 아빠가 최고야,"앤서니 브라운 (지은이), 최윤정 (옮긴이) | 킨더랜드 (킨더주니어) |",48,"[('앤서니 브라운 ', '지은이'), (', 최윤정 ', '옮긴이'), (' | 킨더랜드 ', '킨더주니어')]","['아빠', '최고']"
2009,12,일본의 작은 마을,서순정  (지은이) |,49,"[('서순정  ', '지은이')]","['일본', '마을']"
2009,12,꿈꾸는 다락방,이지성 (지은이) | 국일미디어 (국일출판사) |,50,"[('이지성 ', '지은이'), (' | 국일미디어 ', '국일출판사')]",['꿈꾸는 다락방']
2009,2,어린이를 위한 시크릿 실천편 - 카네기 캠프,"최염순, 김현태 (지은이), 김미정  (그림) |",1,"[('최염순, 김현태 ', '지은이'), (', 김미정  ', '그림')]","['어린이', '시크릿', '실천', '카네기', '캠프']"
2009,2,지식 e - 시즌 1,EBS 지식채널ⓔ 제작팀  (엮은이) |,2,"[('EBS 지식채널ⓔ 제작팀  ', '엮은이')]","['지식', '시즌']"
2009,2,세 잔의 차,"그레그 모텐슨, 데이비드 올리버 렐린 (지은이), 권영주  (옮긴이) |",3,"[('그레그 모텐슨, 데이비드 올리버 렐린 ', '지은이'), (', 권영주  ', '옮긴이')]",['잔']
2009,2,꿈꾸는 다락방,이지성 (지은이) | 국일미디어 (국일출판사) |,4,"[('이지성 ', '지은이'), (' | 국일미디어 ', '국일출판사')]",['꿈꾸는 다락방']
2009,2,틀려도 괜찮아,"마키타 신지 (지은이), 하세가와 토모코 (그림), 유문조  (옮긴이) |",5,"[('마키타 신지 ', '지은이'), (', 하세가와 토모코 ', '그림'), (', 유문조  ', '옮긴이')]",['괜찮아']
2009,2,"스페인, 너는 자유다",손미나  (지은이) |,6,"[('손미나  ', '지은이')]","['스페인', '자유']"
2009,2,눈뜬 자들의 도시,"주제 사라마구 (지은이), 정영목  (옮긴이) |",7,"[('주제 사라마구 ', '지은이'), (', 정영목  ', '옮긴이')]",['도시']
2009,2,일본전산 이야기,김성호  (지은이) |,8,"[('김성호  ', '지은이')]","['일본전산', '이야기']"
2009,2,초등공부 불변의 법칙,송재환  (지은이) |,9,"[('송재환  ', '지은이')]","['초등', '공부', '불변', '법칙']"
2009,2,만화 오바마 이야기,이태수  (지은이) |,10,"[('이태수  ', '지은이')]","['만화', '오바마', '이야기']"
2009,2,100원의 여행,"양미진 (지은이), 이덕영 (그림) | 자람 (엄지검지) |",11,"[('양미진 ', '지은이'), (', 이덕영 ', '그림'), (' | 자람 ', '엄지검지')]",['여행']
2009,2,멋진 여우 씨,"로알드 달 (지은이), 퀀틴 블레이크 (그림), 햇살과나무꾼  (옮긴이) |",12,"[('로알드 달 ', '지은이'), (', 퀀틴 블레이크 ', '그림'), (', 햇살과나무꾼  ', '옮긴이')]",['멋진 여우 씨']
2009,2,사진과 그림으로 보는 한국사 편지 - 전5권,박은봉  (지은이) |,13,"[('박은봉  ', '지은이')]","['사진', '그림', '한국사', '편지']"
2009,2,재미있는 내 얼굴,니콜라 스미 (지은이) | 서울교육 (와이즈아이북스) |,14,"[('니콜라 스미 ', '지은이'), (' | 서울교육 ', '와이즈아이북스')]",['얼굴']
2009,2,수호천사 이야기,"홍은경, 이범  (지은이) |",15,"[('홍은경, 이범  ', '지은이')]","['수호천사', '이야기']"
2009,2,사과가 쿵! (보드북),"다다 히로시 (지은이), 정근  (옮긴이) |",16,"[('다다 히로시 ', '지은이'), (', 정근  ', '옮긴이')]","['사과', '보드', '북']"
2009,2,108번의 내려놓음,KBS 생로병사의 비밀 제작팀  (엮은이) |,17,"[('KBS 생로병사의 비밀 제작팀  ', '엮은이')]",['내려놓음']
2009,2,다시 시작하는 힘,전병욱 (지은이) | 규장 (규장문화사) |,18,"[('전병욱 ', '지은이'), (' | 규장 ', '규장문화사')]","['시작', '힘']"
2009,2,어린이를 위한 오바마 이야기,"한경아 (지은이), 송진욱 (그림) | 이미지앤노블 (코리아하우스콘텐츠) |",19,"[('한경아 ', '지은이'), (', 송진욱 ', '그림'), (' | 이미지앤노블 ', '코리아하우스콘텐츠')]","['어린이', '오바마', '이야기']"
2009,2,나를 디자인하라,"카림 라시드 (지은이), 이종인  (옮긴이) |",20,"[('카림 라시드 ', '지은이'), (', 이종인  ', '옮긴이')]",['디자인']
2009,2,생각의 탄생,"로버트 루트번스타인, 미셸 루트번스타인 (지은이), 박종성  (옮긴이) |",21,"[('로버트 루트번스타인, 미셸 루트번스타인 ', '지은이'), (', 박종성  ', '옮긴이')]","['생각', '탄생']"
2009,2,괜찮아,최숙희  (지은이) |,22,"[('최숙희  ', '지은이')]",['괜찮아']
2009,2,삐뽀삐뽀 119 이유식,하정훈  (지은이) |,23,"[('하정훈  ', '지은이')]",['이유식']
2009,2,바이러스에서 살아남기 2,"곰돌이 co. (지은이), 한현동  (그림) |",24,"[('곰돌이 co. ', '지은이'), (', 한현동  ', '그림')]","['바이러스', '살아남기']"
2009,2,구름빵,백희나  (지은이) |,25,"[('백희나  ', '지은이')]","['구름', '빵']"
2009,2,육일약국 갑시다,김성오  (지은이) |,26,"[('김성오  ', '지은이')]",['약국']
2009,2,Cloud Bread 구름빵 (책 + CD 1장),,27,,"['구름', '빵', '책', '장']"
2009,2,Pieces of You - 타블로 소설집 (당신의 조각들) 영문판,타블로  (지은이) |,28,"[('타블로  ', '지은이')]","['타블로', '소설집', '당신의 조각들', '영문판']"
2009,2,현근이의 자기주도 학습법,김현근  (지은이) |,29,"[('김현근  ', '지은이')]","['이', '자기', '주도', '학습법']"
2009,2,삐뽀삐뽀 119 소아과 (개정11판),하정훈  (지은이) |,30,"[('하정훈  ', '지은이')]","['소아과', '개정']"
2009,2,하악하악,"이외수 (지은이), 정태련  (그림) |",31,"[('이외수 ', '지은이'), (', 정태련  ', '그림')]","['하', '악', '하', '악']"
2009,2,우리들의 행복한 시간,공지영  (지은이) |,32,"[('공지영  ', '지은이')]",['우리들의 행복한 시간']
2009,2,난장이가 쏘아올린 작은 공,조세희  (지은이) |,33,"[('조세희  ', '지은이')]",['난장이가 쏘아올린 작은 공']
2009,2,금난새와 떠나는 클래식 여행 2,금난새  (지은이) |,34,"[('금난새  ', '지은이')]","['금난새', '클래식', '여행']"
2009,2,자전거 여행,"김훈 (지은이), 이강빈  (사진) |",35,"[('김훈 ', '지은이'), (', 이강빈  ', '사진')]",['자전거 여행']
2009,2,사랑을 말해줘,"요시다 슈이치 (지은이), 이영미  (옮긴이) |",36,"[('요시다 슈이치 ', '지은이'), (', 이영미  ', '옮긴이')]","['사랑', '말']"
2009,2,네가 잃어버린 것을 기억하라,김영하  (지은이) |,37,"[('김영하  ', '지은이')]",['기억']
2009,2,개구리네 한솥밥,"백석 (지은이), 유애로  (그림) |",38,"[('백석 ', '지은이'), (', 유애로  ', '그림')]","['개구리', '한솥밥']"
2009,2,이이화의 한문공부,이이화  (지은이) |,39,"[('이이화  ', '지은이')]","['이이화', '한문', '공부']"
2009,2,일본어 무작정 따라하기 (책 + mp3 CD 1장 + 휴대용 소책자),후지이 아사리  (지은이) |,40,"[('후지이 아사리  ', '지은이')]","['일본어', '작정', '책', '장', '휴대', '소책자']"
2009,2,해커스 토익 스타트 Reading (Hackers TOEIC Start Reading) (무료동영상강의),David Cho  (지은이) |,41,"[('David Cho  ', '지은이')]","['해커스', '토익', '스타트', '무료', '동영상', '강의']"
2009,2,벤자민 버튼의 시간은 거꾸로 간다,"F. 스콧 피츠제럴드 (지은이), 김선형  (옮긴이) |",42,"[('F. 스콧 피츠제럴드 ', '지은이'), (', 김선형  ', '옮긴이')]",['벤자민 버튼의 시간은 거꾸로 간다']
2009,2,난 싫다고 말해요,"베티 뵈거홀드 (지은이), 가와하라 마리코 (그림), 이향순  (옮긴이) |",43,"[('베티 뵈거홀드 ', '지은이'), (', 가와하라 마리코 ', '그림'), (', 이향순  ', '옮긴이')]",['말']
2009,2,백점만점 1학년,"고정욱 (지은이), 유영주  (그림) |",44,"[('고정욱 ', '지은이'), (', 유영주  ', '그림')]","['만점', '학년']"
2009,2,365 창의력 만들기 대백과,"피오나 와트 (지은이), 에리카 해리슨 (그림), 김정미  (옮긴이) |",45,"[('피오나 와트 ', '지은이'), (', 에리카 해리슨 ', '그림'), (', 김정미  ', '옮긴이')]","['창의력', '백']"
2009,2,서른 살이 심리학에게 묻다,김혜남  (지은이) |,46,"[('김혜남  ', '지은이')]",['심리학']
2009,2,번역의 탄생,이희재  (지은이) |,47,"[('이희재  ', '지은이')]","['번역', '탄생']"
2009,2,흐르는 강물처럼,"파울로 코엘료 (지은이), 박경희  (옮긴이) |",48,"[('파울로 코엘료 ', '지은이'), (', 박경희  ', '옮긴이')]",['흐르는 강물처럼']
2009,2,진중권의 이매진,진중권  (지은이) |,49,"[('진중권  ', '지은이')]","['진중권', '이매진']"
2009,2,English Re-Start Basic : 잉글리시 리스타트 베이직편,"I. A. 리처드, 크리스틴 깁슨 (지은이) | NEWRUN (뉴런) |",50,"[('I. A. 리처드, 크리스틴 깁슨 ', '지은이'), (' | NEWRUN ', '뉴런')]","['잉글리시', '스타트', '베이직']"
2009,3,어린 왕자,"앙투안 드 생텍쥐페리 (지은이), 김민지 (그림) | 인디고 (글담) |",1,"[('앙투안 드 생텍쥐페리 ', '지은이'), (', 김민지 ', '그림'), (' | 인디고 ', '글담')]",['어린 왕자']
2009,3,다산선생 지식경영법,정민  (지은이) |,2,"[('정민  ', '지은이')]","['다산', '선생', '지식경영']"
2009,3,내일은 실험왕 9,"곰돌이 co. (지은이), 홍종현 (그림), 박완규, 사이언피아  (감수) |",3,"[('곰돌이 co. ', '지은이'), (', 홍종현 ', '그림'), (', 박완규, 사이언피아  ', '감수')]",['내일은 실험왕']
2009,3,오두막,"윌리엄 폴 영 (지은이), 한은경  (옮긴이) |",4,"[('윌리엄 폴 영 ', '지은이'), (', 한은경  ', '옮긴이')]",['오두막']
2009,3,사진과 그림으로 보는 한국사 편지 - 전5권,박은봉  (지은이) |,5,"[('박은봉  ', '지은이')]","['사진', '그림', '한국사', '편지']"
2009,3,시간 상자,데이비드 위즈너  (지은이) |,6,"[('데이비드 위즈너  ', '지은이')]","['시간', '상자']"
2009,3,노빈손 이순신의 거북선을 수호하라,"강용범, 선희영 (지은이), 이우일  (일러스트) |",7,"[('강용범, 선희영 ', '지은이'), (', 이우일  ', '일러스트')]","['노', '빈손', '이순신', '거북선', '수호']"
2009,3,흐름을 꿰뚫어보는 경제독해,세일러  (지은이) |,8,"[('세일러  ', '지은이')]","['흐름', '경제', '독해']"
2009,3,난 싫다고 말해요,"베티 뵈거홀드 (지은이), 가와하라 마리코 (그림), 이향순  (옮긴이) |",9,"[('베티 뵈거홀드 ', '지은이'), (', 가와하라 마리코 ', '그림'), (', 이향순  ', '옮긴이')]",['말']
2009,3,육식의 종말,"제러미 리프킨 (지은이), 신현승  (옮긴이) |",10,"[('제러미 리프킨 ', '지은이'), (', 신현승  ', '옮긴이')]","['육식', '종말']"
2009,3,아무것도 못 버리는 사람,"캐런 킹스턴 (지은이), 최이정  (옮긴이) |",11,"[('캐런 킹스턴 ', '지은이'), (', 최이정  ', '옮긴이')]","['아무것', '사람']"
2009,3,열두 살에 부자가 된 키라,"보도 섀퍼 (지은이), 신지원 (그림), 김준광  (옮긴이) |",12,"[('보도 섀퍼 ', '지은이'), (', 신지원 ', '그림'), (', 김준광  ', '옮긴이')]",['열두 살에 부자가 된 키라']
2009,3,똑똑한 돈,"나선, 이명로(상승미소)  (지은이) |",13,"[('나선, 이명로', '상승미소'), ('  ', '지은이')]",['돈']
2009,3,마니아를 위한 세계 SF 걸작선,"로버트 A. 하인라인, 스타니스와프 렘, 아이작 아시모프, 앤소니 버제스, 조지 R. R. 마틴, 필립 K. 딕, 알프레드 베스터, 레리 니븐, 팻 머피, 코니 윌리스, 어슐러 K. 르 귄 (지은이), 홍인기, 정영목  (옮긴이) |",14,"[('로버트 A. 하인라인, 스타니스와프 렘, 아이작 아시모프, 앤소니 버제스, 조지 R. R. 마틴, 필립 K. 딕, 알프레드 베스터, 레리 니븐, 팻 머피, 코니 윌리스, 어슐러 K. 르 귄 ', '지은이'), (', 홍인기, 정영목  ', '옮긴이')]","['마니아', '세계', '걸작선']"
2009,3,스물일곱 이건희처럼,이지성  (지은이) |,15,"[('이지성  ', '지은이')]",['이건희']
2009,3,암호의 해석,"루돌프 키펜한 (지은이), 이일우 (옮긴이) | 이미지앤노블 (코리아하우스콘텐츠) |",16,"[('루돌프 키펜한 ', '지은이'), (', 이일우 ', '옮긴이'), (' | 이미지앤노블 ', '코리아하우스콘텐츠')]","['암호', '해석']"
2009,3,우리 아빠가 최고야,"앤서니 브라운 (지은이), 최윤정 (옮긴이) | 킨더랜드 (킨더주니어) |",17,"[('앤서니 브라운 ', '지은이'), (', 최윤정 ', '옮긴이'), (' | 킨더랜드 ', '킨더주니어')]","['아빠', '최고']"
2009,3,스타십 트루퍼스,"로버트 A. 하인라인 (지은이), 강수백  (옮긴이) |",18,"[('로버트 A. 하인라인 ', '지은이'), (', 강수백  ', '옮긴이')]",['스타십 트루퍼스']
2009,3,해커스 토익 스타트 Reading (Hackers TOEIC Start Reading) (무료동영상강의),David Cho  (지은이) |,19,"[('David Cho  ', '지은이')]","['해커스', '토익', '스타트', '무료', '동영상', '강의']"
2009,3,마일즈의 전쟁,"로이스 맥마스터 부졸드 (지은이), 김상훈  (옮긴이) |",20,"[('로이스 맥마스터 부졸드 ', '지은이'), (', 김상훈  ', '옮긴이')]",['전쟁']
2009,3,문단열의 만만한 패턴으로 영어회화 사로잡기,문단열 (지은이) | 에듀박스 (주) |,21,"[('문단열 ', '지은이'), (' | 에듀박스 ', '주')]","['문단열', '패턴', '영어', '회화']"
2009,3,울퉁불퉁 세계지도,"니콜라스 해리스 (지은이), 개리 힝크스, 니키 팰린 (그림), 고수미 (옮긴이) | 디딤돌 (단행본) |",22,"[('니콜라스 해리스 ', '지은이'), (', 개리 힝크스, 니키 팰린 ', '그림'), (', 고수미 ', '옮긴이'), (' | 디딤돌 ', '단행본')]","['세계', '지도']"
2009,3,산책하는 이들의 다섯 가지 즐거움,"김연수, 공선옥, 전성태, 정지아, 이혜경, 조용호, 박민규, 윤이형  (지은이) |",23,"[('김연수, 공선옥, 전성태, 정지아, 이혜경, 조용호, 박민규, 윤이형  ', '지은이')]","['산책', '즐거움']"
2009,3,블링크,"말콤 글래드웰 (지은이), 이무열 (옮긴이), 황상민  (감수) |",24,"[('말콤 글래드웰 ', '지은이'), (', 이무열 ', '옮긴이'), (', 황상민  ', '감수')]",['블링크']
2009,3,권력의 법칙,"로버트 그린, 주스트 엘퍼스 (지은이), 안진환, 이수경  (옮긴이) |",25,"[('로버트 그린, 주스트 엘퍼스 ', '지은이'), (', 안진환, 이수경  ', '옮긴이')]","['권력', '법칙']"
2009,3,세계명화 비밀,"모니카 봄 두첸 (지은이), 김현우  (옮긴이) |",26,"[('모니카 봄 두첸 ', '지은이'), (', 김현우  ', '옮긴이')]","['세계', '명화', '비밀']"
2009,3,개밥바라기별,황석영  (지은이) |,27,"[('황석영  ', '지은이')]","['개밥', '바라', '기별']"
2009,3,스베덴보리의 위대한 선물,"임마누엘 스베덴보리 (지은이), 스베덴보리 연구회 (엮은이) | 다산초당 (다산북스) |",28,"[('임마누엘 스베덴보리 ', '지은이'), (', 스베덴보리 연구회 ', '엮은이'), (' | 다산초당 ', '다산북스')]",['위대한 선물']
2009,3,가슴으로도 쓰고 손끝으로도 써라,안도현  (지은이) |,29,"[('안도현  ', '지은이')]","['가슴', '손끝']"
2009,3,야구란 무엇인가,"레너드 코페트 (지은이), 이종남  (옮긴이) |",30,"[('레너드 코페트 ', '지은이'), (', 이종남  ', '옮긴이')]",['야구']
2009,3,ENGLISH ICEBREAK BASIC,"Ramiro Garcia, 제임스 J. 애셔, BaEsic Contents House (지은이) | Watermelon (워터메론) |",31,"[('Ramiro Garcia, 제임스 J. 애셔, BaEsic Contents House ', '지은이'), (' | Watermelon ', '워터메론')]",[]
2009,3,뉴문,"스테프니 메이어 (지은이), 변용란  (옮긴이) |",32,"[('스테프니 메이어 ', '지은이'), (', 변용란  ', '옮긴이')]",['뉴문']
2009,3,작은 소리로 아들을 위대하게 키우는 법,"마쓰나가 노부후미 (지은이), 이수경  (옮긴이) |",33,"[('마쓰나가 노부후미 ', '지은이'), (', 이수경  ', '옮긴이')]","['소리', '아들', '법']"
2009,3,이클립스,"스테프니 메이어 (지은이), 윤정숙  (옮긴이) |",34,"[('스테프니 메이어 ', '지은이'), (', 윤정숙  ', '옮긴이')]",['이클립스']
2009,3,책 읽는 도깨비,"이상배 (글), 백명식  (그림) |",35,"[('이상배 ', '글'), (', 백명식  ', '그림')]","['책', '도깨비']"
2009,3,예수는 그렇게 말하지 않았다,"게리 윌스 (지은이), 권혁  (옮긴이) |",36,"[('게리 윌스 ', '지은이'), (', 권혁  ', '옮긴이')]","['예수', '말']"
2009,3,영원한 전쟁,"조 홀드먼 (지은이), 강수백  (옮긴이) |",37,"[('조 홀드먼 ', '지은이'), (', 강수백  ', '옮긴이')]","['영원', '전쟁']"
2009,3,화폐전쟁,"쑹훙빙 (지은이), 차혜정 (옮긴이), 박한진  (감수) |",38,"[('쑹훙빙 ', '지은이'), (', 차혜정 ', '옮긴이'), (', 박한진  ', '감수')]","['화폐', '전쟁']"
2009,3,당신의 그림자가 울고 있다,"로버트 A. 존슨 (지은이), 고혜경  (옮긴이) |",39,"[('로버트 A. 존슨 ', '지은이'), (', 고혜경  ', '옮긴이')]",['그림자']
2009,3,100원의 여행,"양미진 (지은이), 이덕영 (그림) | 자람 (엄지검지) |",40,"[('양미진 ', '지은이'), (', 이덕영 ', '그림'), (' | 자람 ', '엄지검지')]",['여행']
2009,3,먼지깨비,"이연실 (지은이), 김향수  (사진) |",41,"[('이연실 ', '지은이'), (', 김향수  ', '사진')]","['먼지', '깨', '비']"
2009,3,마당을 나온 암탉 (반양장),"황선미 (지은이), 김환영  (그림) |",42,"[('황선미 ', '지은이'), (', 김환영  ', '그림')]","['마당을 나온 암탉', '양장']"
2009,3,괜찮아,최숙희  (지은이) |,43,"[('최숙희  ', '지은이')]",['괜찮아']
2009,3,꽃보다 남자 포토 악보집,뮤직트리 편집부  (지은이) |,44,"[('뮤직트리 편집부  ', '지은이')]","['꽃보다 남자', '포토', '악보집']"
2009,3,기적의 양피지,헤르메스 김  (지은이) |,45,"[('헤르메스 김  ', '지은이')]","['기적', '양피지']"
2009,3,너는 어느 쪽이냐고 묻는 말들에 대하여,김훈  (지은이) |,46,"[('김훈  ', '지은이')]",['말']
2009,3,열린책들 편집 매뉴얼,열린책들 편집부  (엮은이) |,47,"[('열린책들 편집부  ', '엮은이')]","['열린책들', '편집', '매뉴얼']"
2009,3,재미있는 내 얼굴,니콜라 스미 (지은이) | 서울교육 (와이즈아이북스) |,48,"[('니콜라 스미 ', '지은이'), (' | 서울교육 ', '와이즈아이북스')]",['얼굴']
2009,3,멋진 여우 씨,"로알드 달 (지은이), 퀀틴 블레이크 (그림), 햇살과나무꾼  (옮긴이) |",49,"[('로알드 달 ', '지은이'), (', 퀀틴 블레이크 ', '그림'), (', 햇살과나무꾼  ', '옮긴이')]",['멋진 여우 씨']
2009,3,마법의 설탕 두 조각,"미하엘 엔데 (지은이), 유혜자  (옮긴이) |",50,"[('미하엘 엔데 ', '지은이'), (', 유혜자  ', '옮긴이')]","['마법', '설탕', '조각']"
2009,4,초등 읽기능력이 평생성적을 좌우한다,김명미  (지은이) |,1,"[('김명미  ', '지은이')]","['초등', '읽기', '능력', '평생', '성적', '좌우']"
2009,4,살인의 해석,"제드 러벤펠드 (지은이), 박현주  (옮긴이) |",2,"[('제드 러벤펠드 ', '지은이'), (', 박현주  ', '옮긴이')]","['살인', '해석']"
2009,4,작은 소리로 아들을 위대하게 키우는 법,"마쓰나가 노부후미 (지은이), 이수경  (옮긴이) |",3,"[('마쓰나가 노부후미 ', '지은이'), (', 이수경  ', '옮긴이')]","['소리', '아들', '법']"
2009,4,스베덴보리의 위대한 선물,"임마누엘 스베덴보리 (지은이), 스베덴보리 연구회 (엮은이) | 다산초당 (다산북스) |",4,"[('임마누엘 스베덴보리 ', '지은이'), (', 스베덴보리 연구회 ', '엮은이'), (' | 다산초당 ', '다산북스')]",['위대한 선물']
2009,4,이기는 습관 2,김진동  (지은이) |,5,"[('김진동  ', '지은이')]",['습관']
2009,4,아웃라이어,"말콤 글래드웰 (지은이), 노정태 (옮긴이), 최인철  (감수) |",6,"[('말콤 글래드웰 ', '지은이'), (', 노정태 ', '옮긴이'), (', 최인철  ', '감수')]","['아웃', '라이어']"
2009,4,유진과 유진,이금이  (지은이) |,7,"[('이금이  ', '지은이')]","['유진', '유진']"
2009,4,어린 왕자,"앙투안 드 생텍쥐페리 (지은이), 김민지 (그림) | 인디고 (글담) |",8,"[('앙투안 드 생텍쥐페리 ', '지은이'), (', 김민지 ', '그림'), (' | 인디고 ', '글담')]",['어린 왕자']
2009,4,끌리는 사람은 1%가 다르다,이민규  (지은이) |,9,"[('이민규  ', '지은이')]",['사람']
2009,4,행성 이야기,"데이바 소벨 (지은이), 김옥진  (옮긴이) |",10,"[('데이바 소벨 ', '지은이'), (', 김옥진  ', '옮긴이')]","['행성', '이야기']"
2009,4,까막눈 삼디기,"원유순 (글), 이현미  (그림) |",11,"[('원유순 ', '글'), (', 이현미  ', '그림')]",['까막눈']
2009,4,우리 아빠가 최고야,"앤서니 브라운 (지은이), 최윤정 (옮긴이) | 킨더랜드 (킨더주니어) |",12,"[('앤서니 브라운 ', '지은이'), (', 최윤정 ', '옮긴이'), (' | 킨더랜드 ', '킨더주니어')]","['아빠', '최고']"
2009,4,아낌없이 주는 나무,"셸 실버스타인 (지은이), 이재명  (옮긴이) |",13,"[('셸 실버스타인 ', '지은이'), (', 이재명  ', '옮긴이')]",['아낌없이 주는 나무']
2009,4,해커스 토익 Reading (단어암기장 및 해설서 포함) (Hackers TOEIC Reading),David Cho  (지은이) |,14,"[('David Cho  ', '지은이')]","['해커스', '토익', '단어', '암', '기장', '해설서', '포함']"
2009,4,사다리 걷어차기,"장하준 (지은이), 형성백  (옮긴이) |",15,"[('장하준 ', '지은이'), (', 형성백  ', '옮긴이')]",['사다리']
2009,4,생각정리의 기술,"드니 르보, 장 뤽 들라드리에르, 피에르 몽젱, 프레데릭 르 비앙 (지은이), 김도연  (옮긴이) |",16,"[('드니 르보, 장 뤽 들라드리에르, 피에르 몽젱, 프레데릭 르 비앙 ', '지은이'), (', 김도연  ', '옮긴이')]","['생각', '정리', '기술']"
2009,4,마법의 설탕 두 조각,"미하엘 엔데 (지은이), 유혜자  (옮긴이) |",17,"[('미하엘 엔데 ', '지은이'), (', 유혜자  ', '옮긴이')]","['마법', '설탕', '조각']"
2009,4,지식 e - 시즌 1,EBS 지식채널ⓔ 제작팀  (엮은이) |,18,"[('EBS 지식채널ⓔ 제작팀  ', '엮은이')]","['지식', '시즌']"
2009,4,오두막,"윌리엄 폴 영 (지은이), 한은경  (옮긴이) |",19,"[('윌리엄 폴 영 ', '지은이'), (', 한은경  ', '옮긴이')]",['오두막']
2009,4,타샤의 정원,"타샤 튜더, 토바 마틴 (지은이), 공경희  (옮긴이) |",20,"[('타샤 튜더, 토바 마틴 ', '지은이'), (', 공경희  ', '옮긴이')]",['정원']
2009,4,삐뽀삐뽀 119 이유식,하정훈  (지은이) |,21,"[('하정훈  ', '지은이')]",['이유식']
2009,4,마당을 나온 암탉 (반양장),"황선미 (지은이), 김환영  (그림) |",22,"[('황선미 ', '지은이'), (', 김환영  ', '그림')]","['마당을 나온 암탉', '양장']"
2009,4,마지막 거인,"프랑수아 플라스 (지은이), 윤정임  (옮긴이) |",23,"[('프랑수아 플라스 ', '지은이'), (', 윤정임  ', '옮긴이')]","['마지막', '거인']"
2009,4,첫사랑,"이금이 (지은이), 이누리  (그림) |",24,"[('이금이 ', '지은이'), (', 이누리  ', '그림')]",['첫사랑']
2009,4,통찰력 사전,김원중  (지은이) |,25,"[('김원중  ', '지은이')]","['통찰력', '사전']"
2009,4,공부의 신,강성태  (지은이) |,26,"[('강성태  ', '지은이')]",['공부의 신']
2009,4,돼지책 (100쇄 기념판),"앤서니 브라운 (지은이), 허은미  (옮긴이) |",27,"[('앤서니 브라운 ', '지은이'), (', 허은미  ', '옮긴이')]","['돼지', '책', '쇄', '기념', '판']"
2009,4,책귀신 세종대왕,"이상배 (지은이), 백명식  (그림) |",28,"[('이상배 ', '지은이'), (', 백명식  ', '그림')]","['책', '귀신', '세종대왕']"
2009,4,심플 플랜,"스콧 스미스 (지은이), 조동섭  (옮긴이) |",29,"[('스콧 스미스 ', '지은이'), (', 조동섭  ', '옮긴이')]",['심플 플랜']
2009,4,괜찮아,최숙희  (지은이) |,30,"[('최숙희  ', '지은이')]",['괜찮아']
2009,4,듀이 : 세계를 감동시킨 도서관 고양이,"비키 마이런, 브렛 위터 (지은이), 배유정  (옮긴이) |",31,"[('비키 마이런, 브렛 위터 ', '지은이'), (', 배유정  ', '옮긴이')]","['듀이', '세계', '감동', '도서관', '고양이']"
2009,4,삐뽀삐뽀 119 소아과 (개정11판),하정훈  (지은이) |,32,"[('하정훈  ', '지은이')]","['소아과', '개정']"
2009,4,너도 하늘말나리야,"이금이 (글), 송진헌  (그림) |",33,"[('이금이 ', '글'), (', 송진헌  ', '그림')]",['너도 하늘말나리야']
2009,4,이클립스,"스테프니 메이어 (지은이), 윤정숙  (옮긴이) |",34,"[('스테프니 메이어 ', '지은이'), (', 윤정숙  ', '옮긴이')]",['이클립스']
2009,4,3개월에 12kg 빼주는 살잡이 까망콩,"정주영 (지은이), 채기원 (감수) | 국일미디어 (국일출판사) |",35,"[('정주영 ', '지은이'), (', 채기원 ', '감수'), (' | 국일미디어 ', '국일출판사')]","['살', '잡이', '까망', '콩']"
2009,4,금난새와 떠나는 클래식 여행 1,금난새  (지은이) |,36,"[('금난새  ', '지은이')]","['금난새', '클래식', '여행']"
2009,4,블링크,"말콤 글래드웰 (지은이), 이무열 (옮긴이), 황상민  (감수) |",37,"[('말콤 글래드웰 ', '지은이'), (', 이무열 ', '옮긴이'), (', 황상민  ', '감수')]",['블링크']
2009,4,재미있는 내 얼굴,니콜라 스미 (지은이) | 서울교육 (와이즈아이북스) |,38,"[('니콜라 스미 ', '지은이'), (' | 서울교육 ', '와이즈아이북스')]",['얼굴']
2009,4,삼월은 붉은 구렁을,"온다 리쿠 (지은이), 권영주  (옮긴이) |",39,"[('온다 리쿠 ', '지은이'), (', 권영주  ', '옮긴이')]","['삼월', '구렁']"
2009,4,눈먼 자들의 도시,"주제 사라마구 (지은이), 정영목  (옮긴이) |",40,"[('주제 사라마구 ', '지은이'), (', 정영목  ', '옮긴이')]",['눈먼 자들의 도시']
2009,4,엄마는 파업중,"김희숙 (지은이), 박지영  (그림) |",41,"[('김희숙 ', '지은이'), (', 박지영  ', '그림')]","['엄마', '파업']"
2009,4,이기는 습관 1,전옥표  (지은이) |,42,"[('전옥표  ', '지은이')]",['습관']
2009,4,잘가요 언덕,"차인표 (지은이), 김재홍  (그림) |",43,"[('차인표 ', '지은이'), (', 김재홍  ', '그림')]","['가요', '언덕']"
2009,4,가난뱅이의 역습,"마쓰모토 하지메 (지은이), 김경원 (옮긴이), 최규석  (삽화) |",44,"[('마쓰모토 하지메 ', '지은이'), (', 김경원 ', '옮긴이'), (', 최규석  ', '삽화')]","['가난뱅이', '역습']"
