year,month,title,writer,rank,split_writer,nouns
2000,1,자장자장 엄마 품에,"임동권 (글), 류재수  (그림) |",1,"[('임동권 ', '글'), (', 류재수  ', '그림')]","['자장', '자장', '엄마', '품']"
2000,1,나무가 기도하는 집,이윤기  (지은이) |,2,"[('이윤기  ', '지은이')]","['나무', '기도', '집']"
2000,1,이제는 와인이 좋다,이주호  (지은이) |,3,"[('이주호  ', '지은이')]","['이제', '와인']"
2000,1,지식의 지배,"레스터 서로우 (지은이), 한기찬  (옮긴이) |",4,"[('레스터 서로우 ', '지은이'), (', 한기찬  ', '옮긴이')]","['지식', '지배']"
2000,1,강아지똥,"권정생 (글), 정승각  (그림) |",5,"[('권정생 ', '글'), (', 정승각  ', '그림')]",['강아지똥']
2000,1,인터넷 자본주의 혁명,"이케다 노부오 (지은이), 이규원  (옮긴이) |",6,"[('이케다 노부오 ', '지은이'), (', 이규원  ', '옮긴이')]","['인터넷', '자본주의', '혁명']"
2000,1,개인투자가를 위한 주식 @ 살 때와 팔 때,한국경제신문증권부  (지은이) |,7,"[('한국경제신문증권부  ', '지은이')]","['개인', '투자가', '주식', '때', '때']"
2000,1,그림책을 보고 크는 아이들,이상금  (지은이) |,8,"[('이상금  ', '지은이')]","['그림책', '아이들']"
2000,1,쎄느강은 좌우를 나누고 한강은 남북을 가른다,홍세화  (지은이) |,9,"[('홍세화  ', '지은이')]",['쎄느강은 좌우를 나누고 한강은 남북을 가른다']
2000,1,자전거 도둑,"박완서 (글), 한병호  (그림) |",10,"[('박완서 ', '글'), (', 한병호  ', '그림')]",['자전거 도둑']
2000,1,'영어'하면 기죽는 엄마를 위한 자신만만 유아영어,서현주 (지은이) | 한울림어린이 (한울림) |,11,"[('서현주 ', '지은이'), (' | 한울림어린이 ', '한울림')]","['영어', '하면', '엄마', '유아', '영어']"
2000,1,손정의 21세기 경영전략,이시카와 요시미  (지은이) |,12,"[('이시카와 요시미  ', '지은이')]","['손정', '21세기', '경영', '전략']"
2000,1,"아들, 제대로 알고 잘 키우기","야마자키 마사야스 (지은이), 김정숙 (그림), 김숙  (옮긴이) |",13,"[('야마자키 마사야스 ', '지은이'), (', 김정숙 ', '그림'), (', 김숙  ', '옮긴이')]",['아들']
2000,1,로마인 이야기 7,"시오노 나나미 (지은이), 김석희  (옮긴이) |",14,"[('시오노 나나미 ', '지은이'), (', 김석희  ', '옮긴이')]","['로마인', '이야기']"
2000,1,누구야 누구,"심조원 (지은이), 권혁도  (그림) |",15,"[('심조원 ', '지은이'), (', 권혁도  ', '그림')]",[]
2000,1,겨울이 꽃핀다,박노해  (지은이) |,16,"[('박노해  ', '지은이')]",['겨울']
2000,1,옆집 여자,하성란  (지은이) |,17,"[('하성란  ', '지은이')]","['옆집', '여자']"
2000,1,수학이 수군수군,"샤르탄 포스키트 (지은이), 유광태  (옮긴이) |",18,"[('샤르탄 포스키트 ', '지은이'), (', 유광태  ', '옮긴이')]","['수학', '수군', '수군']"
2000,1,문학과 예술의 사회사 1,"아르놀트 하우저 (지은이), 반성완, 백낙청, 염무웅  (옮긴이) |",19,"[('아르놀트 하우저 ', '지은이'), (', 반성완, 백낙청, 염무웅  ', '옮긴이')]","['문학', '예술', '사회사']"
2000,1,하늘이랑 바다랑 도리도리 짝짜꿍,"김세희 (엮은이), 유애로  (그림) |",20,"[('김세희 ', '엮은이'), (', 유애로  ', '그림')]","['하늘', '이랑', '바다']"
2000,1,당신의 미술관 1,"수잔나 파르취 (지은이), 홍진경  (옮긴이) |",21,"[('수잔나 파르취 ', '지은이'), (', 홍진경  ', '옮긴이')]",['미술관']
2000,1,빌 게이츠@생각의 속도,"빌 게이츠 (지은이), 안진환, 이규행  (옮긴이) |",22,"[('빌 게이츠 ', '지은이'), (', 안진환, 이규행  ', '옮긴이')]","['빌 게이츠', '생각', '속도']"
2000,1,"있잖아요, 산타 마을에서는요...","가노 준코 (글), 구로이 겐 (그림), 고향옥  (옮긴이) |",23,"[('가노 준코 ', '글'), (', 구로이 겐 ', '그림'), (', 고향옥  ', '옮긴이')]","['산타', '마을']"
2000,1,홀림,성석제  (지은이) |,24,"[('성석제  ', '지은이')]",[]
2000,1,로마인 이야기 4,"시오노 나나미 (지은이), 김석희  (옮긴이) |",25,"[('시오노 나나미 ', '지은이'), (', 김석희  ', '옮긴이')]","['로마인', '이야기']"
2000,1,로마인 이야기 1,"시오노 나나미 (지은이), 김석희  (옮긴이) |",26,"[('시오노 나나미 ', '지은이'), (', 김석희  ', '옮긴이')]","['로마인', '이야기']"
2000,1,영화처럼 읽는 한국사,젊은역사연구모임  (지은이) |,27,"[('젊은역사연구모임  ', '지은이')]","['영화', '한국사']"
2000,1,프리젠테이션 오! 프리젠테이션,한정선  (지은이) |,28,"[('한정선  ', '지은이')]","['프리젠테이션', '프리젠테이션']"
2000,1,영어공부 절대로 하지마라! - 주니어용 듣기와 받아쓰기,정찬용  (지은이) |,29,"[('정찬용  ', '지은이')]","['영어', '공부', '주니어', '받아쓰기']"
2000,1,나는 1억으로 석달만에 17억을 벌었다,이만수  (지은이) |,30,"[('이만수  ', '지은이')]",['달마']
2000,1,로마인 이야기 5,"시오노 나나미 (지은이), 김석희  (옮긴이) |",31,"[('시오노 나나미 ', '지은이'), (', 김석희  ', '옮긴이')]","['로마인', '이야기']"
2000,1,나는 사이버 주식투자로 16억을 벌었다,최진식  (지은이) |,32,"[('최진식  ', '지은이')]","['사이버', '주식', '투자']"
2000,1,작은 실천이 세상을 바꾼다,"대니 서 (지은이), 임지현  (옮긴이) |",33,"[('대니 서 ', '지은이'), (', 임지현  ', '옮긴이')]","['실천', '세상']"
2000,1,"거리의 소멸, 디지털 혁명","프랜시스 케언크로스 (지은이), 홍석기  (옮긴이) |",34,"[('프랜시스 케언크로스 ', '지은이'), (', 홍석기  ', '옮긴이')]","['거리', '소멸', '디지털', '혁명']"
2000,1,아마존의 성공비밀,"레베카 손더스 (지은이), 세스컴 전략기획팀  (옮긴이) |",35,"[('레베카 손더스 ', '지은이'), (', 세스컴 전략기획팀  ', '옮긴이')]","['아마존', '성공', '비밀']"
2000,1,로마인 이야기 3,"시오노 나나미 (지은이), 김석희  (옮긴이) |",36,"[('시오노 나나미 ', '지은이'), (', 김석희  ', '옮긴이')]","['로마인', '이야기']"
2000,1,아주 작은 개 치키티토,"필리파 피어스 (지은이), 앤터니 메이틀런드 (그림), 햇살과나무꾼  (옮긴이) |",37,"[('필리파 피어스 ', '지은이'), (', 앤터니 메이틀런드 ', '그림'), (', 햇살과나무꾼  ', '옮긴이')]","['키티', '토']"
2000,1,릭킴의 미국 영어발음 무작정 따라하기,"오경은, 릭 킴  (지은이) |",38,"[('오경은, 릭 킴  ', '지은이')]","['릭', '킴', '미국 영어', '발음', '작정']"
2000,1,홈페이지 무작정 따라하기 2000년판,한삼현  (지은이) |,39,"[('한삼현  ', '지은이')]","['홈페이지', '작정', '2000년']"
2000,1,구석구석 인체 탐험,"닉 아놀드 (지은이), 토니 드 솔스 (그림), 이충호  (옮긴이) |",40,"[('닉 아놀드 ', '지은이'), (', 토니 드 솔스 ', '그림'), (', 이충호  ', '옮긴이')]","['구석구석', '인체', '탐험']"
2000,1,어른의 학교,"이윤기 (지은이), 정병규 (엮은이), 정재규  (그림) |",41,"[('이윤기 ', '지은이'), (', 정병규 ', '엮은이'), (', 정재규  ', '그림')]","['어른', '학교']"
2000,1,목욕은 즐거워,"교코 마스오카 (지은이), 하야시 아키코  (그림) |",42,"[('교코 마스오카 ', '지은이'), (', 하야시 아키코  ', '그림')]",['목욕']
2000,1,로마인 이야기 6,"시오노 나나미 (지은이), 김석희  (옮긴이) |",43,"[('시오노 나나미 ', '지은이'), (', 김석희  ', '옮긴이')]","['로마인', '이야기']"
2000,1,내 짝꿍 최영대,"채인선 (글), 정순희  (그림) |",44,"[('채인선 ', '글'), (', 정순희  ', '그림')]","['짝꿍', '최', '영대']"
2000,1,증권기사 100% 활용하기,김형철  (지은이) |,45,"[('김형철  ', '지은이')]","['증권', '기사', '활용']"
2000,1,윈도우 98 파워유저 무작정 따라하기,"양재봉, 김원석  (지은이) |",46,"[('양재봉, 김원석  ', '지은이')]","['윈도우 98', '파워', '유', '작정']"
2000,1,나도 때론 포르노그라피의 주인공이고 싶다,서갑숙  (지은이) |,47,"[('서갑숙  ', '지은이')]",['나도 때론 포르노그라피의 주인공이고 싶다']
2000,1,아이디어 하나로 백만장자가 된 웹 사이트들,"재클린 이스튼 (지은이), 이기문  (옮긴이) |",48,"[('재클린 이스튼 ', '지은이'), (', 이기문  ', '옮긴이')]","['아이디어', '하나로', '백만장자', '웹', '사이트']"
2000,1,세밀화로 그린 보리 어린이 식물 도감 (양장),"보리 편집부 (엮은이), 전의식 (글), 권혁도, 윤봉선, 이태수, 정태련, 윤종진, 이제호  (그림) |",49,"[('보리 편집부 ', '엮은이'), (', 전의식 ', '글'), (', 권혁도, 윤봉선, 이태수, 정태련, 윤종진, 이제호  ', '그림')]","['세밀화', '보리', '어린이', '식물', '도감', '양장']"
2000,1,행복을 차려주는 여자,조은정  (지은이) |,50,"[('조은정  ', '지은이')]","['행복', '여자']"
2000,10,해리 포터와 불의 잔 1 (무선),"J.K. 롤링 (지은이), 최인자  (옮긴이) |",1,"[('J.K. 롤링 ', '지은이'), (', 최인자  ', '옮긴이')]","['해리 포터와 불의 잔', '무선']"
2000,10,해리 포터와 마법사의 돌 1 (무선),"J.K. 롤링 (지은이), 김혜원  (옮긴이) |",2,"[('J.K. 롤링 ', '지은이'), (', 김혜원  ', '옮긴이')]","['해리 포터와 마법사의 돌', '무선']"
2000,10,부자 아빠 가난한 아빠 1,"로버트 기요사키, 샤론 레흐트 (지은이), 형선호  (옮긴이) |",3,"[('로버트 기요사키, 샤론 레흐트 ', '지은이'), (', 형선호  ', '옮긴이')]","['부자', '아빠', '가난', '아빠']"
2000,10,해리 포터와 비밀의 방 1 (무선),"J.K. 롤링 (지은이), 김혜원  (옮긴이) |",4,"[('J.K. 롤링 ', '지은이'), (', 김혜원  ', '옮긴이')]","['해리 포터와 비밀의 방', '무선']"
2000,10,창가의 토토,"구로야나기 테츠코 (지은이), 이와사키 치히로 (그림), 김난주  (옮긴이) |",5,"[('구로야나기 테츠코 ', '지은이'), (', 이와사키 치히로 ', '그림'), (', 김난주  ', '옮긴이')]",['창가의 토토']
2000,10,해리 포터와 아즈카반의 죄수 1 (무선),"J.K. 롤링 (지은이), 김혜원  (옮긴이) |",6,"[('J.K. 롤링 ', '지은이'), (', 김혜원  ', '옮긴이')]","['해리 포터와 아즈카반의 죄수', '무선']"
2000,10,부자 아빠의 투자 가이드,"로버트 기요사키 (지은이), 박슬라  (옮긴이) |",7,"[('로버트 기요사키 ', '지은이'), (', 박슬라  ', '옮긴이')]","['부자', '아빠', '투자', '가이드']"
2000,10,언제까지나 너를 사랑해,"로버트 먼치 (지은이), 안토니 루이스 (그림), 김숙  (옮긴이) |",8,"[('로버트 먼치 ', '지은이'), (', 안토니 루이스 ', '그림'), (', 김숙  ', '옮긴이')]",['너를 사랑해']
2000,10,이윤기의 그리스 로마 신화 1,이윤기  (지은이) |,9,"[('이윤기  ', '지은이')]","['이윤기', '그리스', '로마 신화']"
2000,10,자전거여행,"김훈 (지은이), 이강빈  (사진) |",10,"[('김훈 ', '지은이'), (', 이강빈  ', '사진')]","['자전거', '여행']"
2000,10,가시고기,조창인  (지은이) |,11,"[('조창인  ', '지은이')]",['가시고기']
2000,10,누가 내 치즈를 옮겼을까?,"스펜서 존슨 (지은이), 이영진  (옮긴이) |",12,"[('스펜서 존슨 ', '지은이'), (', 이영진  ', '옮긴이')]",['누가 내 치즈를 옮겼을까?']
2000,10,부자 아빠 가난한 아빠 2,"로버트 기요사키 (지은이), 안진환  (옮긴이) |",13,"[('로버트 기요사키 ', '지은이'), (', 안진환  ', '옮긴이')]","['부자', '아빠', '가난', '아빠']"
2000,10,누가 내 머리에 똥 쌌어?,"베르너 홀츠바르트 (글), 볼프 에를브루흐  (그림) |",14,"[('베르너 홀츠바르트 ', '글'), (', 볼프 에를브루흐  ', '그림')]","['머리', '똥']"
2000,10,국화꽃 향기 1,김하인  (지은이) |,15,"[('김하인  ', '지은이')]",['국화꽃 향기']
2000,10,"Hello 베이비, Hi 맘","서현주, 김린 (지은이) | 한울림어린이 (한울림) |",16,"[('서현주, 김린 ', '지은이'), (' | 한울림어린이 ', '한울림')]","['베이비', '맘']"
2000,10,나는 달린다,"요쉬카 피셔 (지은이), 선주성  (옮긴이) |",17,"[('요쉬카 피셔 ', '지은이'), (', 선주성  ', '옮긴이')]",['나는 달린다']
2000,10,사과가 쿵!,"다다 히로시 (지은이), 다다 히로시  (그림) |",18,"[('다다 히로시 ', '지은이'), (', 다다 히로시  ', '그림')]",['사과']
2000,10,기차 ㄱ ㄴ ㄷ,"박은영 (글), 박은영  (그림) |",19,"[('박은영 ', '글'), (', 박은영  ', '그림')]",['기차']
2000,10,백만장자가 된 여성들의 특별한 원칙,"베티나 플로러스, 제니퍼 베이시 샌더 (지은이), 김양미  (옮긴이) |",20,"[('베티나 플로러스, 제니퍼 베이시 샌더 ', '지은이'), (', 김양미  ', '옮긴이')]","['백만장자', '여성', '원칙']"
2000,10,바빠요 바빠,"윤구병 (지은이), 이태수  (그림) |",21,"[('윤구병 ', '지은이'), (', 이태수  ', '그림')]",[]
2000,10,내가 아빠를 얼마나 사랑하는지 아세요?,"샘 맥브래트니 (지은이), 아니타 제람 (그림), 김서정  (옮긴이) |",22,"[('샘 맥브래트니 ', '지은이'), (', 아니타 제람 ', '그림'), (', 김서정  ', '옮긴이')]","['아빠', '사랑']"
2000,10,남자처럼 일하고 여자처럼 승리하라,"게일 에반스 (지은이), 공경희  (옮긴이) |",23,"[('게일 에반스 ', '지은이'), (', 공경희  ', '옮긴이')]","['남자', '일', '여자', '승리']"
2000,10,프레이리의 교사론,"파울루 프레이리 (지은이), 교육문화연구회  (옮긴이) |",24,"[('파울루 프레이리 ', '지은이'), (', 교육문화연구회  ', '옮긴이')]","['프레이', '리', '교사론']"
2000,10,심심해서 그랬어,"윤구병 (지은이), 이태수  (그림) |",25,"[('윤구병 ', '지은이'), (', 이태수  ', '그림')]",[]
2000,10,불은 언제나 되살아난다,신경림  (엮은이) |,26,"[('신경림  ', '엮은이')]",['불']
2000,10,신의 거울,"그레함 핸콕 (지은이), 김정환 (옮긴이), 산타 파이아  (사진) |",27,"[('그레함 핸콕 ', '지은이'), (', 김정환 ', '옮긴이'), (', 산타 파이아  ', '사진')]","['신', '거울']"
2000,10,오래된 정원 - 상,황석영  (지은이) |,28,"[('황석영  ', '지은이')]","['오래된 정원', '상']"
2000,10,느리게 산다는 것의 의미,"피에르 쌍소 (지은이), 김주경  (옮긴이) |",29,"[('피에르 쌍소 ', '지은이'), (', 김주경  ', '옮긴이')]",['의미']
2000,10,지오팩츠,,30,,[]
2000,10,부자는 20대에 결정된다,"요코다 하마오 (지은이), 장미화  (옮긴이) |",31,"[('요코다 하마오 ', '지은이'), (', 장미화  ', '옮긴이')]","['부자', '20대', '결정']"
2000,10,싹싹싹,"하야시 아키코 (지은이), 하야시 아키코  (그림) |",32,"[('하야시 아키코 ', '지은이'), (', 하야시 아키코  ', '그림')]",[]
2000,10,영어공부 절대로 하지마라! - 일반용 듣기와 받아쓰기,정찬용  (지은이) |,33,"[('정찬용  ', '지은이')]","['영어', '공부', '일반', '받아쓰기']"
2000,10,체 게바라 평전,"장 코르미에 (지은이), 김미선  (옮긴이) |",34,"[('장 코르미에 ', '지은이'), (', 김미선  ', '옮긴이')]","['체 게바라', '평전']"
2000,10,손이 나왔네,"하야시 아키코 (지은이), 하야시 아키코  (그림) |",35,"[('하야시 아키코 ', '지은이'), (', 하야시 아키코  ', '그림')]",['손']
2000,10,"쌍브르 - 1,2권 합본 (양장)","발락 (글), 이슬레르 (그림), 이재형  (옮긴이) |",36,"[('발락 ', '글'), (', 이슬레르 ', '그림'), (', 이재형  ', '옮긴이')]","['합본', '양장']"
2000,10,초단타 매매타이밍 이렇게 잡아라,"임동주, 최원철  (지은이) |",37,"[('임동주, 최원철  ', '지은이')]","['단타', '매매', '타이밍']"
2000,10,위대한 CEO 엘리자베스 1세,"앨런 액설로드 (지은이), 남경태  (옮긴이) |",38,"[('앨런 액설로드 ', '지은이'), (', 남경태  ', '옮긴이')]",['엘리자베스 1세']
2000,10,송시열과 그들의 나라,이덕일  (지은이) |,39,"[('이덕일  ', '지은이')]","['송시열', '나라']"
2000,10,놓치고 싶지 않은 나의 꿈 나의 인생,"나폴레온 힐 (지은이), 권혁철 (옮긴이) | 국일미디어 (국일출판사) |",40,"[('나폴레온 힐 ', '지은이'), (', 권혁철 ', '옮긴이'), (' | 국일미디어 ', '국일출판사')]","['꿈', '인생']"
2000,10,PC 진단 문제해결 무작정 따라하기,이순원  (지은이) |,41,"[('이순원  ', '지은이')]","['진단', '문제', '해결', '작정']"
2000,10,"장우야, 영어가 쉽니? 우리말이 쉽니?",박은정  (지은이) |,42,"[('박은정  ', '지은이')]","['장', '우', '영어', '우리말']"
2000,10,내 몸은 너무 오래 서 있거나 걸어 왔다,이문구  (지은이) |,43,"[('이문구  ', '지은이')]",['몸']
2000,10,플래시 액션스크립트 매직,"데이빗 엠버튼, 스콧 햄린, 크리시 레이, 스콧 배레이, 브랜든 홀, 래리 라슨, 다니엘 맥스켈리 (지은이), 성기원  (옮긴이) |",44,"[('데이빗 엠버튼, 스콧 햄린, 크리시 레이, 스콧 배레이, 브랜든 홀, 래리 라슨, 다니엘 맥스켈리 ', '지은이'), (', 성기원  ', '옮긴이')]","['플래시', '액션스크립트', '매직']"
2000,10,못 말리는 종이괴물,"루이 트롱댕 (지은이), 김미선  (옮긴이) |",45,"[('루이 트롱댕 ', '지은이'), (', 김미선  ', '옮긴이')]","['종이', '괴물']"
2000,10,렉서스와 올리브나무 1,"토머스 L. 프리드먼 (지은이), 신동욱  (옮긴이) |",46,"[('토머스 L. 프리드먼 ', '지은이'), (', 신동욱  ', '옮긴이')]",['렉서스와 올리브나무']
2000,10,잉칼 1,"뫼비우스, 알레한드로 조도로프스키 (지은이), 이세욱 (옮긴이) | 교보문고 (교재) |",47,"[('뫼비우스, 알레한드로 조도로프스키 ', '지은이'), (', 이세욱 ', '옮긴이'), (' | 교보문고 ', '교재')]",['잉카']
2000,10,삿뽀로 여인숙,하성란 (지은이) | 자음과모음 (이룸) |,48,"[('하성란 ', '지은이'), (' | 자음과모음 ', '이룸')]",['여인숙']
2000,10,떨림,심상대  (지은이) |,49,"[('심상대  ', '지은이')]",[]
2000,10,우리 순이 어디 가니,"윤구병 (지은이), 이태수  (그림) |",50,"[('윤구병 ', '지은이'), (', 이태수  ', '그림')]","['순이', '가니']"
2000,11,로마인 이야기 8,"시오노 나나미 (지은이), 김석희  (옮긴이) |",1,"[('시오노 나나미 ', '지은이'), (', 김석희  ', '옮긴이')]","['로마인', '이야기']"
2000,11,떨림,심상대  (지은이) |,2,"[('심상대  ', '지은이')]",[]
2000,11,포토샵 5 + 5.5 무작정 따라하기,"이지희, 조형진  (지은이) |",3,"[('이지희, 조형진  ', '지은이')]",['작정']
2000,11,못 말리는 종이괴물,"루이 트롱댕 (지은이), 김미선  (옮긴이) |",4,"[('루이 트롱댕 ', '지은이'), (', 김미선  ', '옮긴이')]","['종이', '괴물']"
2000,11,백만장자가 된 여성들의 특별한 원칙,"베티나 플로러스, 제니퍼 베이시 샌더 (지은이), 김양미  (옮긴이) |",5,"[('베티나 플로러스, 제니퍼 베이시 샌더 ', '지은이'), (', 김양미  ', '옮긴이')]","['백만장자', '여성', '원칙']"
2000,11,미래의 부,"스탠 데이비스, 크리스토퍼 메이어 (지은이), 신동욱  (옮긴이) |",6,"[('스탠 데이비스, 크리스토퍼 메이어 ', '지은이'), (', 신동욱  ', '옮긴이')]","['미래', '부']"
2000,11,지오팩츠,,7,,[]
2000,11,PC 진단 문제해결 무작정 따라하기,이순원  (지은이) |,8,"[('이순원  ', '지은이')]","['진단', '문제', '해결', '작정']"
2000,11,뽀끼뽀끼 숲의 도깨비,"임선영 (지은이), 이호백  (글) |",9,"[('임선영 ', '지은이'), (', 이호백  ', '글')]","['숲', '도깨비']"
2000,11,로마인 이야기 7,"시오노 나나미 (지은이), 김석희  (옮긴이) |",10,"[('시오노 나나미 ', '지은이'), (', 김석희  ', '옮긴이')]","['로마인', '이야기']"
2000,11,아주 느린 시간,최일남  (지은이) |,11,"[('최일남  ', '지은이')]",['시간']
2000,11,허울뿐인 세계화,"헬레나 노르베리-호지, 에콜로지 및 문화를 위한 국제협회(ISEC) (지은이), 이민아  (옮긴이) |",12,"[('헬레나 노르베리-호지, 에콜로지 및 문화를 위한 국제협회', 'ISEC'), (' ', '지은이'), (', 이민아  ', '옮긴이')]","['허울', '세계화']"
2000,11,작은 집 이야기,"버지니아 리 버튼 (지은이), 홍연미  (옮긴이) |",13,"[('버지니아 리 버튼 ', '지은이'), (', 홍연미  ', '옮긴이')]","['집', '이야기']"
2000,11,아웃사이더 01 -창간호,"김정란, 진중권, 김규항, 홍세화  (엮은이) |",14,"[('김정란, 진중권, 김규항, 홍세화  ', '엮은이')]","['아웃사이더', '창간호']"
2000,11,영어공부 절대로 하지마라! - 일반용 듣기와 받아쓰기,정찬용  (지은이) |,15,"[('정찬용  ', '지은이')]","['영어', '공부', '일반', '받아쓰기']"
2000,11,초보자를 위한 플래시 5 홈페이지 만들기 길라잡이 + 활용 길라잡이,김승아  (지은이) |,16,"[('김승아  ', '지은이')]","['초보자', '플래시', '홈페이지', '길라잡이', '활용', '길라잡이']"
2000,11,상실의 시대,"무라카미 하루키 (지은이), 유유정  (옮긴이) |",17,"[('무라카미 하루키 ', '지은이'), (', 유유정  ', '옮긴이')]",['상실의 시대']
2000,11,펄떡이는 물고기처럼,"스티븐 C. 런딘, 해리 폴, 존 크리스텐슨 (지은이), 유영만  (옮긴이) |",18,"[('스티븐 C. 런딘, 해리 폴, 존 크리스텐슨 ', '지은이'), (', 유영만  ', '옮긴이')]","['펄', '떡', '물고기']"
2000,11,잭 웰치와 GE 방식 필드북,"로버트 슬레이터 (지은이), 강석진, 이태복  (옮긴이) |",19,"[('로버트 슬레이터 ', '지은이'), (', 강석진, 이태복  ', '옮긴이')]","['잭 웰치', '방식', '필드', '북']"
2000,11,엥키 빌랄의 니코폴,엥키 빌랄  (지은이) |,20,"[('엥키 빌랄  ', '지은이')]","['빌', '랄', '니코폴']"
2000,11,로마인 이야기 5,"시오노 나나미 (지은이), 김석희  (옮긴이) |",21,"[('시오노 나나미 ', '지은이'), (', 김석희  ', '옮긴이')]","['로마인', '이야기']"
2000,11,감옥에서 보낸 편지,"안토니오 그람시 (지은이), 린 로너 (엮은이), 양희정  (옮긴이) |",22,"[('안토니오 그람시 ', '지은이'), (', 린 로너 ', '엮은이'), (', 양희정  ', '옮긴이')]","['감옥', '편지']"
2000,11,로마인 이야기 6,"시오노 나나미 (지은이), 김석희  (옮긴이) |",23,"[('시오노 나나미 ', '지은이'), (', 김석희  ', '옮긴이')]","['로마인', '이야기']"
2000,11,프레이리의 교사론,"파울루 프레이리 (지은이), 교육문화연구회  (옮긴이) |",24,"[('파울루 프레이리 ', '지은이'), (', 교육문화연구회  ', '옮긴이')]","['프레이', '리', '교사론']"
2000,11,로마인 이야기 1,"시오노 나나미 (지은이), 김석희  (옮긴이) |",25,"[('시오노 나나미 ', '지은이'), (', 김석희  ', '옮긴이')]","['로마인', '이야기']"
2000,11,시간의 지도리에 서서,이정우  (지은이) |,26,"[('이정우  ', '지은이')]","['시간', '지도', '리에', '서서']"
2000,11,클릭 앤 모르타르,"데이비드 S. 포트럭, 테리 피어스 (지은이), 구본성  (옮긴이) |",27,"[('데이비드 S. 포트럭, 테리 피어스 ', '지은이'), (', 구본성  ', '옮긴이')]","['클릭', '앤', '모르타르']"
2000,11,아기세모의 세번째 생일,"필립 세들레츠키 (지은이), 최윤정 (옮긴이) | 주니어파랑새 (파랑새어린이) |",28,"[('필립 세들레츠키 ', '지은이'), (', 최윤정 ', '옮긴이'), (' | 주니어파랑새 ', '파랑새어린이')]","['아기', '세모', '세번', '생일']"
2000,11,목욕은 즐거워,"교코 마스오카 (지은이), 하야시 아키코  (그림) |",29,"[('교코 마스오카 ', '지은이'), (', 하야시 아키코  ', '그림')]",['목욕']
2000,11,Mastering Windows 2000 Server,마크 미나시  (지은이) |,30,"[('마크 미나시  ', '지은이')]",[]
2000,11,우리 몸의 구멍,"허은미 (글), 이혜리 (그림) | 길벗어린이 (천둥거인) |",31,"[('허은미 ', '글'), (', 이혜리 ', '그림'), (' | 길벗어린이 ', '천둥거인')]","['몸', '구멍']"
2000,11,노자와 21세기 - 1,도올 김용옥  (지은이) |,32,"[('도올 김용옥  ', '지은이')]","['노자', '21세기']"
2000,11,강아지똥,"권정생 (글), 정승각  (그림) |",33,"[('권정생 ', '글'), (', 정승각  ', '그림')]",['강아지똥']
2000,11,"쌍브르 - 1,2권 합본 (양장)","발락 (글), 이슬레르 (그림), 이재형  (옮긴이) |",34,"[('발락 ', '글'), (', 이슬레르 ', '그림'), (', 이재형  ', '옮긴이')]","['합본', '양장']"
2000,11,부자는 20대에 결정된다,"요코다 하마오 (지은이), 장미화  (옮긴이) |",35,"[('요코다 하마오 ', '지은이'), (', 장미화  ', '옮긴이')]","['부자', '20대', '결정']"
2000,11,HTML & JAVA SCRIPT 사전,류이치 오카쿠라 (지은이) | 영진.com (영진닷컴) |,36,"[('류이치 오카쿠라 ', '지은이'), (' | 영진.com ', '영진닷컴')]",['사전']
2000,11,브루너 아장아장 그림책 1,딕 브루너  (지은이) |,37,"[('딕 브루너  ', '지은이')]","['브루너', '아', '장', '아', '장', '그림책']"
2000,11,복수한 다음에 인생을 즐기자,"에바 헬러 (지은이), 김인순  (옮긴이) |",38,"[('에바 헬러 ', '지은이'), (', 김인순  ', '옮긴이')]","['복수', '다음', '인생']"
2000,11,"빈센트 반 고흐, 내 영혼의 자서전",민길호  (지은이) |,39,"[('민길호  ', '지은이')]","['빈센트 반 고흐', '영혼', '자서전']"
2000,11,10까지 셀 줄 아는 아기 염소,"알프 프로이센 (지은이), 하야시 아키코 (그림), 고향옥  (옮긴이) |",40,"[('알프 프로이센 ', '지은이'), (', 하야시 아키코 ', '그림'), (', 고향옥  ', '옮긴이')]","['10', '아기', '염소']"
2000,11,쾌도난담,"김규항, 고경태, 김어준  (지은이) |",41,"[('김규항, 고경태, 김어준  ', '지은이')]","['쾌', '도난', '담']"
2000,11,로마인 이야기 4,"시오노 나나미 (지은이), 김석희  (옮긴이) |",42,"[('시오노 나나미 ', '지은이'), (', 김석희  ', '옮긴이')]","['로마인', '이야기']"
2000,11,곰 사냥을 떠나자,"마이클 로젠 (글), 헬린 옥슨버리 (그림), 공경희  (옮긴이) |",43,"[('마이클 로젠 ', '글'), (', 헬린 옥슨버리 ', '그림'), (', 공경희  ', '옮긴이')]","['곰', '사냥']"
2000,11,어린이 공화국 벤포스타,"에버하르트 뫼비우스 (지은이), 김라합  (옮긴이) |",44,"[('에버하르트 뫼비우스 ', '지은이'), (', 김라합  ', '옮긴이')]","['어린이', '공화국', '벤', '포스타']"
2000,11,태교동화,김양순  (엮은이) |,45,"[('김양순  ', '엮은이')]","['태교', '동화']"
2000,11,플래시 웹 디자인,"힐먼 커티스 (지은이), 장은미  (옮긴이) |",46,"[('힐먼 커티스 ', '지은이'), (', 장은미  ', '옮긴이')]","['플래시', '웹 디자인']"
2000,11,노자와 21세기 - 3,도올 김용옥  (지은이) |,47,"[('도올 김용옥  ', '지은이')]","['노자', '21세기']"
